Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Funderbeam,Seed - II,$0.54M,05/29/2015,N/A,"Funderbeam offers a cross-border, transparent, and easy-to-use platform for funding and trading that connects smart companies with smart capital.",eCommerce,United Kingdom,$21.53M,N/A
"P
Planet Superheroes",Seed VC,$0.54M,11/30/2015,N/A,"Superhero Brands is the operator of, Planet Superheroes, an online store for superheroes and comic character merchandise. The company has a range of T-Shirts, Hoodies, Boxers, Flip Flops, Memorabilia, iPhone Cases and much more.",eCommerce,India,$2.54M,N/A
Barqo,Angel,$0.54M,12/08/2015,N/A,"Barqo, founded in 2014, is a boat sharing platform that allows users to seek tenants, compare, and book boats. Tenants save 10 to 25 percent to the cost of their boat, compared to the traditional rental market.",eCommerce,Netherlands,$1.04M,N/A
House of Einstein,Seed,$0.54M,10/14/2015,N/A,"House of Einstein introduces a new way for men to buy great clothes. The company's style is smart casual with a twist, sourcing ] for the best business and casual clothes from premium brands.",eCommerce,Netherlands,$0.54M,N/A
Proforto,Seed,$0.54M,09/17/2015,N/A,Proforto is a provider of workwear and corporate clothing.,eCommerce,Netherlands,$0.54M,N/A
"D
DAYLI Financial Group",Seed,$0.54M,02/01/2015,N/A,"DAYLI Financial Group consists of various companies with financial-specific services and technologies, such as blockchain solutions, robo-advisors, financial platforms, crowdfunding, and more.",Internet Software & Services,South Korea,$92.21M,N/A
"T
tripBAM",Seed VC - III,$0.53M,02/04/2015,N/A,"tripBAM offers an online hotel shopping service. Users can create a cluster of hotels near a destination that the company monitors. As prices drop, tripBAM sends out emails offering a new, cheaper reservation.",Internet Software & Services,United States,$2.46M,N/A
YouPic,Seed,$0.53M,03/19/2015,N/A,YouPic is a platform that enables photographers to learn photography skills and show their photographs to a global audience.,Internet Software & Services,Sweden,$2.35M,N/A
Self,Seed VC,$0.53M,04/02/2015,N/A,"Self Financial helps consumers establish and build credit. By using Self Financial, users can build a credit history and save money without the approval of any third party.",Internet Software & Services,United States,$128.08M,N/A
Buzzoole,Seed VC,$0.53M,07/23/2015,N/A,"Buzzoole has developed an algorithm that allows social media users to optimize their online presence and discover the topics they are most influential in. It enables brands to identify trend setters in their niche market, involve them and generate word of mouth awarding brand ambassadors with dedicated offers such as discounts, product tests, exclusive invitations.",Internet Software & Services,Italy,$12.73M,N/A
Virgil Security,Seed - II,$0.53M,09/03/2015,N/A,"Virgil Security makes every software developer a cryptographic expert. With Virgil Security's platform, every developer can build cryptographic features, including end-to-end encryption, passwordless authentication, and cryptographic verification of data, devices, and identities, into their products, with no cryptographic training, often in just minutes.",Internet Software & Services,United States,$5.66M,N/A
"N
New Frontier Data",Seed,$0.53M,12/01/2015,N/A,"New Frontier Data is an analytics company that specializes in the cannabis industry. The company offers data, business intelligence and risk management solutions for investors, operators and policymakers.",Internet Software & Services,United States,$6.18M,N/A
Allo-Media,Angel - II,$0.53M,03/19/2015,N/A,"Allo-Media has developed an artificial intelligence technology that can analyze telephone conversations between a customer and a brand, adding this valuable information to the company database to enrich its CRM and give more visibility to marketing teams.",Internet Software & Services,France,$12.93M,N/A
"M
Meetscom",Seed VC,$0.53M,02/09/2015,N/A,Developer of a voice social matching service.,Internet Software & Services,Japan,$0.53M,N/A
Frsh,Seed VC,$0.52M,02/03/2015,N/A,"Frsh, operated by Fingertip Foods, is an online meal service startup which is positioning itself in the healthy food space. It is presently delivering in about 1,300 addresses within Gurgaon and delivers as per its predetermined delivery slot in the area.",eCommerce,India,$1.52M,N/A
"G
Gourmant",Seed VC - II,$0.52M,05/20/2015,N/A,Gourmant is an e-commerce platform that selects and offers the best wine and food products from Italy. It has a flash sales model with offerings during 15 days each and features 40%/50% discounts.,eCommerce,Italy,$0.58M,N/A
"A
Auto I.D.",Seed - IV,$0.52M,06/12/2015,N/A,"Auto I.D. offers an online source providing detailed identification as well as the ability to retrieve accurate and comparative values of vehicles. The company's AccuBook quickly and conveniently generates vehicle evaluation, eliminating many errors associated with user input.",Internet Software & Services,United States,$1.32M,N/A
"W
WishList",Seed,$0.52M,11/26/2015,N/A,"WishList is a startup that offers gift boxes to the B2C and B2B markets. For the B2B market, the company is creating a gift box platform including a catalog of 3,000 home and design, sports, outdoor, gourmet and food products for companies to manage their loyalty programs and launch incentives, promotions and prizes for both clients and employees via their corporate web sites.",eCommerce,Italy,$0.52M,N/A
Brave New Coin,Angel,$0.52M,12/15/2015,N/A,"Techemy, dba Brave New Coin (BNC), is a Data & Research company who has built a Market-Data Engine for the Blockchain & Digital Equities industry. The company collects, processes & indexes live data from over 100 trading platforms in real-time to produce a number useful data tools for Developers, Traders & Enterprise.",Internet Software & Services,New Zealand,$0.52M,N/A
"H
Hot Source",Seed,$0.52M,11/09/2015,N/A,Provider of business-to-business (B2B) fashion marketplace. The company provides customers with a mobile application that connects them with local and overseas fashion brands. Its application allows customers to select and purchase fashion items online and also helps customers to find overseas buyers to manage purchasing process for them.,eCommerce,South Korea,$0.52M,N/A
"C
City Twig",Seed,$0.51M,03/09/2015,N/A,"City Twig is a verified business data platform that identifies consumers in sensitive buying cycle stages across 35+ service provider categories. City Twig's ""SMB Push"" technology matches small businesses with publisher traffic to create new and more effective advertising solutions. The City Twig data is comprised of over 35 local small business categories in all 50 states and continues to grow through its proprietary data acquisition methodology and active participation from individual small business owners. This verified small business contains the most important market real-time data: pricing.",Internet Software & Services,United States,$0.51M,N/A
MOVband,Seed VC - II,$0.51M,03/23/2015,N/A,"MOVband, dba MOVABLE, inspires groups to move more by combining MOVchallenge, a social and rewarding group activity program, with MOVband, a fun and simple wrist-worn activity monitor. MOVABLE's corporate wellness offering gives companies a fun, easy, and affordable way to track daily movement against a group goal. The company's school products & programs inspire healthy habits that last a lifetime.",Internet Software & Services,United States,$2.41M,N/A
"G
GAGA Sports & Entertainment",Angel,$0.51M,05/07/2015,N/A,"GAGA Sports & Entertainment develops GAGA's Social CRM Platform, which helps sports teams and collegiate athletic programs engage fans with interactive applications and funnels relationships to a brand-cohesive microsite for data collection and monetization.",Internet Software & Services,United States,$2.28M,N/A
Precise.ly,Seed VC,$0.51M,07/17/2015,N/A,"Precise.ly, formerly We Are Curious, is a personal data tracking and integrating platform, comprised of web and app-based tools designed to streamline the importing of data from wearables, genome sequencing, environmental monitors, and the diversity of dynamically tracked events and activities. Users and researchers can create group tracking protocols, with consented data-sharing options. The company's mission is to help individuals achieve precision health through personal data.",Internet Software & Services,United States,$0.51M,N/A
"N
New York Shipping Exchange",Seed,$0.51M,09/15/2015,N/A,"The New York Shipping Exchange (NYSHEX) is an electronic trading platform that will directly facilitate improved efficiency in the international container shipping market. NYSHEX will provide importers and exporters with a fair and competitive market to purchase freight futures directly from carriers and NVOCCs. NYSHEX will also provide carriers with an efficient sales channel that enables service differentiation and fixes future volume and revenue per trade lane, which is necessary to ensure freight demand is met in the most efficient manner.",eCommerce,United States,$27.26M,N/A
"R
ReachFive",Angel,$0.51M,10/06/2015,N/A,"ReachFive is a customer identity management platform. ReachFive's Customer Identity and Access Management (CIAM) platform offers taspectrum of capabilities related to delivering a secure, seamless, and personalized customer experience. Businesses can allow customers to securely register, authenticate, and manage identities across multiple channels; collect rich demographic and behavioral profile information from the customers' social login or registration method; and turn that information into insightful data for marketing, web analytics, targeting, CRM, and eCommerce.",Internet Software & Services,France,$12.62M,N/A
"M
MyRealPlan",Seed VC,$0.51M,08/25/2015,N/A,"MyRealPlan is an O2O platform that connects users to insurance plans & companies using data-based algorithms, helping them to receive personalized insurance coverage.",eCommerce,South Korea,$7.82M,N/A
CampusTap,Seed,$0.50M,01/05/2015,N/A,"CampusTap is a cloud based social platform driven by students and designed for education. Utilizing mobile technologies, CampusTap increases student engagement, allowing students to stay connected on and off campus through independent school social networks.",Internet Software & Services,United States,$1.50M,N/A
Availo,Seed,$0.50M,01/06/2015,N/A,"Availo offers a new flexible way for users to access, manage and share content on the cloud. Availo automatically collects files and loads them to the Availo cloud. Files include all content from email accounts, cloud services and business applications. Using the Availo File Feed, users can search, label, share and feed relevant content into their business systems. Access Feeds from any mobile device or PC to organize files on the go.",Internet Software & Services,Israel,$0.50M,N/A
fivesquid,Seed,$0.50M,01/07/2015,N/A,"fivesquid.com is an online marketplace for individuals and businesses to trade skills and services. On the platform, people sell services from logo designs to video editing to writing services to online marketing consultations. The marketplace allows people to choose between 4 price categories to list their services (£5, £10, £20, £50), which is accessible for startup businesses looking to save costs on resources.",eCommerce,United Kingdom,$0.50M,N/A
Tolemi,Seed - II,$0.50M,01/13/2015,N/A,"Tolemi, formerly OpportunitySpace, is a smart city technology product company that helps state and local governments take a data-driven approach to rebuild cities and towns.",Internet Software & Services,United States,$0.63M,N/A
Italist,Seed VC,$0.50M,01/13/2015,N/A,"Italist brings the Italian fashion shopping experience to global customers making it easy for Italian retailers to sell online. The company markets Italian multibrand boutiques, new talents and luxury artisans to global consumers delivering the ""Italian Style"" shopping experience.",eCommerce,Italy,$0.58M,N/A
FLYR,Seed VC - II,$0.50M,01/19/2015,N/A,"FLYR has developed the FusionRM, a business intelligence platform that helps airlines produce a more intelligent way of forecasting price elasticity and demand for seats, ancillary products, and bundled offers.",Internet Software & Services,United States,$186.31M,N/A
Chalk,Seed VC,$0.50M,01/22/2015,N/A,"Chalk is a K-12 education software company that utilizes data to help schools. Chalk connects the curriculum, instruction, and assessment process and provides real-time insights for educators to improve academics.",Internet Software & Services,Canada,$0.50M,N/A
"S
SportsRecruits",Seed VC,$0.50M,02/03/2015,N/A,"Sports Recruits provides players and parents with a suite of online tools to streamline every facet of their recruiting process. From researching schools, to providing each college program with the resources they need to evaluate the student-athlete, to making a final decision, the company's platform empowers the student-athlete to pursue their dreams.",Internet Software & Services,United States,$0.50M,N/A
SketchDeck,Seed - II,$0.50M,02/04/2015,N/A,SketchDeck is a convenient design service delivered by a marketplace of freelancers. With its initial focus on presentation design the company has worked with hundreds of businesses from startups through to multi-nationals.,Internet Software & Services,United States,$2.22M,N/A
HashRabbit,Seed VC,$0.50M,02/04/2015,N/A,HashRabbit provides safe and reliable digital asset mining by operating enterprise-grade facilities for institutional clients.,Internet Software & Services,United States,$2.22M,N/A
"T
Team(You)",Seed,$0.50M,02/09/2015,N/A,"Team(You) is an innovative incentive program designed to increase student participation and advanced learning. From K-12 to after-school and beyond, Team(You) provides teachers and staff with the data, communications ability, and infrastructure to help students reach higher and farther.",Internet Software & Services,United States,$0.50M,N/A
Verified.Codes,Seed,$0.50M,02/16/2015,N/A,"Verified.Codes is a resource for the online shopper with coupons & deals available for over 25,000 online retailers. Unlike traditional coupon sites, Verified.codes uses a proprietary algorithm to verify codes they display will actually work at checkout.",eCommerce,United States,$0.50M,N/A
APImetrics,Seed VC,$0.50M,02/17/2015,N/A,"APImetrics provides comprehensive monitoring and analysis of the actual performance of major APIs. In addition to reporting results on popular APIs on their site, the company provides private, end-to-end API performance testing and monitoring services to developers, enterprises, and API owners. The APImetrics approach is based on research and engineering done over the last three years of providing API services to developers through Viafo. The company is headquartered in Seattle.",Internet Software & Services,United States,$0.64M,N/A
Eve Sleep,Seed VC,$0.50M,02/18/2015,N/A,"Eve Mattress is a London-based e-commerce mattress supplier. Every eve mattress is Made in Britain, and comes with a 100 night sleep trial and a ten year guarantee.",eCommerce,United Kingdom,$22.94M,N/A
"O
OpenLogi",Seed VC,$0.50M,03/04/2015,N/A,OpenLogi provides a cloud-based outsourced logistics platform focused on SMEs and freelancers.,Internet Software & Services,Japan,$25.70M,N/A
Nustay,Seed VC,$0.50M,03/06/2015,N/A,Nustay operates a platform offering personalized offers on luxury hotels. The company negotiates discounted rates from hotel partners to help book hotel rooms with significant savings.,eCommerce,Denmark,$0.50M,N/A
Bite Club,Angel,$0.50M,03/10/2015,N/A,"Bite Club, founded in 2014, is food delivery startup that delivers handmade wholesome meals prepared by talented chefs to the home or office. The company has a daily changing menu that customers can order from their mobile and web app.",eCommerce,India,$0.50M,N/A
Revelator,Seed,$0.50M,03/12/2015,N/A,"Revelator integrates sales, marketing, accounting and analytics into one unified cloud-based system to provide simplified workflows, automation and efficiency for both independent artists and record labels to run their business across distribution, promotion, business intelligence and data visualization.",Internet Software & Services,Israel,$3.00M,N/A
Upswing,Seed - II,$0.50M,03/10/2015,N/A,"Upswing partners with colleges to provide an easy-to-use virtual learning center for students, and real-time comprehensive analytics to their administrators.",Internet Software & Services,United States,$15.86M,N/A
Cortex,Seed,$0.50M,03/25/2015,N/A,"Cortex specializes in artificial intelligence for social media marketing. The company's SaaS platform removes the need for point solutions, social analytics, and social media management tools via machine learning and predictive analytics.",Internet Software & Services,United States,$0.62M,N/A
ePoise Systems,Seed VC,$0.50M,03/26/2015,N/A,"ePoise offers a cloud-based automated video interviewing solution for enterprises where the clients set the questions which are put to candidates. There is no option to have a counter question in its solution, but it seeks to cut down on the number of face-to-face interviews that a firm has to conduct before making a hire.",Internet Software & Services,India,$0.50M,N/A
Scorebook Live,Seed,$0.50M,04/01/2015,N/A,"Scorebook Live is a sports technology and media company that provides teams, leagues and tournaments with the tools to publish real-time content to their fans while also supporting the efforts of local media.",Internet Software & Services,United States,$5.30M,N/A
liwwa,Seed VC,$0.50M,03/31/2015,N/A,liwwa is a peer-to-peer lending platform that connects small businesses in need of capital with people who want to invest. The company provides the opportunity for savers to lend to profitable and stable small businesses in the MENA region.,eCommerce,Jordan,$14.80M,N/A
Happay,Seed VC,$0.50M,04/23/2015,N/A,"Happay is a business expense management solution that streamlines expense workflow from end-to-end (expense reporting to accounting) and gives real-time visibility and control over business spending.On December 1st, 2021, Happay was acquired by CRED at a valuation of $180M.",Internet Software & Services,India,$20.95M,N/A
Shippr,Seed,$0.50M,04/28/2015,N/A,"Shippr is a tech-enabled intra-city logistic solution platform involving small trucks. The MiniShippr is a disruptive local logistics solution aimed at local deliveries within Bangalore. The platform provides Easy, Safe and Accessible solution for all transportation requirements.",eCommerce,India,$0.50M,N/A
PiQube,Seed VC,$0.50M,04/29/2015,N/A,PiQube is a hiring intelligence tool that mimics a recruiter's brain through use of analytics and machine learning. The company's application intelligently searches the entire internet for profiles matching the client requirement.,Internet Software & Services,India,$0.50M,N/A
Customer360,Angel,$0.50M,05/04/2015,N/A,"Customer360 is a SAAS based Multi-Medium / Multi-Format feedback collection & sentiment analysis tool to help understand customers better. The company uses all possible mediums (Mobile/ Tablet/ Web, in-App Widget, Widely used Apps like WhatsApp & BBM) & all possible formats (Photo, Form, Audio or Video) to collect feedback from customers. Its engine determines overall sentiment of your brand & creates actionable metrics to take well informed decisions.",Internet Software & Services,India,$0.50M,N/A
CM Commerce,Angel,$0.50M,05/12/2015,N/A,CM Commerce provides an all-in-one eCommerce dashboard that helps raise recurring revenue and recapture missed revenue.,Internet Software & Services,United Kingdom,$0.50M,N/A
"O
Oneteam",Seed VC,$0.50M,05/15/2015,N/A,Oneteam allows teams to work on projects where and when they like. Focus on fundamental tasks without complicated email threads or other legacy tools.,Internet Software & Services,Japan,$5.60M,N/A
Tinkergarten,Seed VC,$0.50M,05/14/2015,N/A,Tinkergarten provides early childhood education in the outdoors. The company matches families with teachers with whom they can learn together through outdoor play-based activities.,Internet Software & Services,United States,$30.22M,N/A
Qwilr,Seed VC,$0.50M,05/21/2015,N/A,"Qwilr is an online solution to design proposals, quotes, client updates, and more. Qwil Pages are interactive and mobile-responsive. Users can embed content - everything from video to Google Maps to Typeform, calendars, and more. It features an editor, templates, and modular building blocks.",Internet Software & Services,Australia,$8.87M,N/A
EveningFlavors,Angel,$0.50M,05/22/2015,N/A,EveningFlavors is an online restaurant booking portal and guide in India. The company is committed to promoting venues among thousands of net savvy diners across the globe.,Internet Software & Services,India,$0.50M,N/A
Kalo,Angel,$0.50M,01/01/2015,N/A,"Kalo is a freelancer collaboration app. Managers in publishing, fashion, content marketing, and video production streamline work with freelancers by using Kalo to store profiles, assign work, track invoices, and make payments.",Internet Software & Services,United States,$70.74M,N/A
CitizenShipper,Seed VC,$0.50M,05/27/2015,N/A,"CitizenShipper is an online shipping marketplace using a peer-to-peer, auction-style platform to connect people in need of shipping services with drivers, haulers and transporters.",Internet Software & Services,United States,$0.50M,N/A
"M
Medviser",Angel,$0.50M,05/29/2015,N/A,Medviser allows Israel's Russian speaking doctors to provide remote consultations to patients from the former Soviet Union and other countries.,Internet Software & Services,Israel,$0.50M,N/A
Truebil,Seed VC,$0.50M,06/01/2015,N/A,"Truebil provides a one stop solution for buying and selling of used automobiles by offering free inspection and valuation, quick sell guarantee, free vehicle buying consulting, smooth paper transfer, loan assistance, insurance support and car spa to all the purchases made through the online portal.On August 6th, 2020th, Truebil was acquired by Spinny. The terms of the transaction were not disclosed.",eCommerce,India,$28.02M,N/A
"M
MeasureOne",Seed,$0.50M,06/03/2015,N/A,"MeasureOne is a specialized data company focused exclusively on student loan data. The company collects, analyzes, and distributes student loan data to provide insight into the nation's student loan debt.",Internet Software & Services,United States,$16.01M,N/A
"A
Agilum Healthcare Intelligence",Series A - III,$0.50M,06/05/2015,N/A,"Agilum Healthcare Intelligence, formerly Anthem Healthcare Intelligence, provides healthcare businesses a web based service to collate and analyze daily, weekly, monthly and yearly management and financial data. The company's cloud-based solutions offer deep Oracle functionality at a budget-friendly price. They provide powerful performance, reliability and SSL security at an affordable monthly subscription fee that includes implementation, technical support, training, hosting and consulting services.",Internet Software & Services,United States,$9.47M,N/A
"L
LitCharts",Seed VC,$0.50M,06/05/2015,N/A,"LitCharts is a literature guide that presents a bulleted-list-style summary of every single plot point in the book side-by-side with analysis and color-coded themes for each point.On June 10th, 2021, LitCharts was acquired by Course Hero. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$0.50M,N/A
"P
Posmogo",Seed VC,$0.50M,06/08/2015,N/A,"Posmogo, formerly Bemalas, is a cross-border eCommerce platform which connects brand owners and distributors to worldwide buyers. Posmogo uses a proprietary AI engine for order processing in order to ensure low shipping costs, transparent import duty/tax charges and strong fulfillment performance.",eCommerce,Malaysia,$0.50M,N/A
Criptext,Seed,$0.50M,06/15/2015,N/A,Criptext is rethinking security and leveraging the power of cloud computing to bring secure communications to the workplace. Criptext allows users to know when someone has read emails or downloaded attachments. Easily take back sent emails with one click - even after they've been read.,Internet Software & Services,United States,$1.70M,N/A
"L
Logicserve Technologies",Angel,$0.50M,06/16/2015,N/A,"Logicserve is a global online advertising group with strong presence in UK, US and other major European countries. The Group comprises of Broadplace Advertising, Logicserve Digital & CKNet. Its integrated services are spread across various online networks from search, social and more.",eCommerce,United Kingdom,$0.50M,N/A
LinguaLeo,Series B,$0.50M,06/18/2015,N/A,"LinguaLeo is an online learning service, offering Russian speakers to learn English online. The platform is available for iPhone and Windows Phone.",Internet Software & Services,Russian Federation,$3.70M,N/A
Ada Support,Seed VC,$0.50M,06/18/2015,N/A,"Ada Support offers an automated AI-powered platform that enables enterprise businesses around the world to automate customer service that saves time, reduces cost, and strengthen their support.",Internet Software & Services,Canada,$190.73M,N/A
Vidgyor Media Technologies,Seed VC,$0.50M,06/20/2015,N/A,Vidgyor offers a video-ad platform for Internet TV. The company allows users to auto-detect original broadcast TV ads and replace them with personalized video ads.,Internet Software & Services,India,$0.50M,N/A
Sigstr,Seed VC,$0.50M,06/24/2015,N/A,"Sigstr is a relationship marketing platform that turns the billions of emails sent every year into brand engagements and practical relationship intelligence. With integrations into CRMs, MAPs and Marketing Technologies, Sigstr helps companies get more out of their employee email by turning it into a channel that understands and engages important audiences.On December 17, 2019, Sigstr was acquired by Terminus. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$14.85M,N/A
LogiNext Solutions,Angel,$0.50M,04/07/2015,N/A,"LogiNext helps logistics companies to improve their internal operations, optimize delivery networks and provide superior customer service using data collection, advanced analytics and visualization. LogiNext currently serves medium and large scale enterprises in unorganized and emerging markets.",Internet Software & Services,India,$18.00M,N/A
OnFarm Systems,Seed VC,$0.50M,07/13/2015,N/A,"OnFarm Systems combines a comprehensive array of leading farm hardware technologies into a single grower-friendly management and decision platform. The OnFarm Ready partner network enables customers to select best-of-breed solutions while taking the pain and guesswork out of using the information. OnFarm provides a comprehensive agriculture decision solution through its integration engine that builds and maintains persistent data integrations with industry leading technology. OnFarm Ready partners are companies that provide hardware, software, or a service that are key components in agriculture decision making. OnFarm builds and then automatically manages these integrations so users can select the solutions that work best for them without the technical gymnastics.",Internet Software & Services,United States,$1.43M,N/A
Wow Express,Seed,$0.50M,07/14/2015,N/A,"JMS Logistics and Express, dba Wow Express, provides technology led customized logistics solutions to customers. The company has tied up with host of eCommerce players, including Paytm.com, rediff.com and Fashionandyou.com for delivering the products.",Internet Software & Services,India,$6.86M,N/A
Rent College Pads,Seed,$0.50M,08/18/2015,N/A,"Rent College Pads lets users find and compare thousands of college apartments and off campus housing apartments, roommates, and subleases. The company's listings are info-rich and updated daily to ensure it has every available apartment near a campus at all times.",Internet Software & Services,United States,$1.75M,N/A
Carusele,Seed,$0.50M,08/20/2015,N/A,"Carusele utilizes a handcrafted network of over 5,000 content producers to create high quality, sharable, branded content and then actively manages it through organic syndication, paid syndication and aggregation. The result is scaled, targeted audience reach throughout social media.",Internet Software & Services,United States,$0.50M,N/A
MobiusBobs,Seed VC,$0.50M,06/16/2015,N/A,"MobiusBobs - a platform for IP prior art brokerage via searching competitions. We seek to provide our IP prior art requestors (primarily companies and law firms) the best solutions by connecting them with crowd experts globally. Our experts assign confidences to their provided information, and we provide further analysis & ranking via our patent-pending algorithm that weaves in confidence quantification with NLP and Big Data analysis. We seek to create an efficient access to the relevant machine and crowd curated information that covers the existing knowledge sea.",Internet Software & Services,Taiwan,$0.50M,N/A
Cyph,Seed VC,$0.50M,09/03/2015,N/A,"Cyph is a messaging solution for both consumers and enterprises, offering a feature set that includes file transfers, voice/video calling, and post-quantum end-to-end encryption. It allows businesses to integrate with their own products through the Cyph API and/or deploy internally.",Internet Software & Services,United States,$0.55M,N/A
"D
Dot Com Zambia",Seed VC,$0.50M,09/08/2015,N/A,"Dot Com Zambia operates a group of companies allowing users to shop for anything online from local (Zambian) and international retailers. This ranges from bus tickets to popular goods purchased from websites like Amazon.com and ebay, as well as fulfillment and shipping services for online orders.",eCommerce,Zambia,$0.50M,N/A
"I
iLenze",Seed,$0.50M,09/24/2015,N/A,iLenze is a visual search startup which bridged the information gap between the real and the online world. It helps a user in online product discovery.,Internet Software & Services,India,$0.50M,N/A
"F
Flexing It Services",Angel,$0.50M,10/26/2015,N/A,"Flexing It is a curated marketplace that connects organizations to professionals and expertise on an 'on demand' basis for projects, consulting assignments, advisory roles and part-time resource needs. The company's vision is to be the largest platform for freelance and project-based work for business skills, leveraged by millions of independent professionals and the organizations that need their expertise.",Internet Software & Services,India,$0.50M,N/A
Timelio,Seed,$0.50M,10/23/2015,N/A,Timelio offers a digital platform that aims to bring together businesses that have invoices to sell with investors. The company's platform allows investors to bid against each other to offer a competitive rate of finance.,eCommerce,Australia,$274.30M,N/A
Apptuto,Seed VC,$0.50M,10/28/2015,N/A,"Apptuto provides a financial education platform that allows professionals to prepare for accreditation exams via gamification techniques, which encourage students to study, and help working professionals stay motivated as they prepare. It currently offers a tutoring and exam preparation platform for Level I of the Chartered Financial Analyst (CFA) Program.",Internet Software & Services,United Kingdom,$0.58M,N/A
meQasa,Seed VC,$0.50M,10/29/2015,N/A,"meQasa is a Ghana-based online real estate marketplace where homeowners, sellers, and real estate agents and professionals get the attention of their target audience (home seekers) and home seekers (buyers and renters) find information about their (potential) new homes. meQasa provides the easiest way to rent, buy, or sell property in Ghana.",Internet Software & Services,Ghana,$0.50M,N/A
Kenesto,Seed VC,$0.50M,10/29/2015,N/A,"Kenesto is aiming to deliver simple options for engineers and designers to store, share and collaborate with CAD and other documents on the cloud. Visibility is a primary example of a simple, yet powerful function that allows engineers to respond quickly to tasks assigned to them. For the first time, engineers have an alternative to consumer oriented cloud storage solutions giving them the ability to access and share their CAD documents with anyone, anytime, anywhere. This allows engineers to have the confidence that their favorite and current files will not be overridden inadvertently.",Internet Software & Services,United States,$3.18M,N/A
YogaTribes,Seed,$0.50M,10/01/2015,N/A,"YogaTribes is a collaborative platform connecting teachers, studios and students through a worldwide real-time marketplace of classes. The company's mission is to make yoga more flexible, which means giving yoga students more options about where to find lessons and more choices about the kind of yoga they want to practice.",eCommerce,Canada,$0.50M,N/A
Tesorio,Seed VC,$0.50M,09/23/2015,N/A,"Tesorio is a cash flow performance platform that helps finance teams better manage, predict and collect cash. Tesorio's cash flow performance platform applies machine learning to key financial data to help customers with accounts receivable automation including smart workflow tools, predicted pay dates, and automated collections forecasting.",Internet Software & Services,United States,$17.62M,N/A
"D
Deyor",Angel,$0.50M,11/04/2015,N/A,"Deyor is a budget hotel aggregator that focuses on pligrimage towns and tourist destinations. The six-month-old startup has tied up with hotels in 22 cities including Mathura, Noida, Mumbai, Rishikesh, Shimla and Ranikhet.",eCommerce,India,$0.50M,N/A
Roostify,Seed,$0.50M,11/05/2015,N/A,"Roostify provides a cloud-based digital lending platform, which enables mortgages to be done via smartphone, customers and lenders to accelerate the home loan experience improving speed, eliminating paper as well as simplifying the process to reduce costs.",Internet Software & Services,United States,$65.71M,N/A
RenewBuy,Seed,$0.50M,11/09/2015,N/A,RenewBuy is an online platform for auto insurance that is powered by proprietary technology whose algorithm seeks to find the lowest premiums across insurers and shows customized results.,eCommerce,India,$84.20M,N/A
Delight Foods,Seed VC - II,$0.50M,11/12/2015,N/A,"GFOI Retail, dba Delight Foods, offers an online platform that brings together iconic Indian food brands from across the country under one umbrella. The portal sells over 60 brands and 600 products which is broadly divided into five categories which includes sweets, savouries, masalas/mixes, pappads/pickles and biscuits which are sourced from 11 cities across India.",eCommerce,India,$0.65M,N/A
wantoo,Angel,$0.50M,11/17/2015,N/A,"wantoo lets companies build communities of customers to determine new product ideas with feedback. By measuring community feedback, the platform gives organizations data by which to make decisions on new product initiatives.",Internet Software & Services,Canada,$0.50M,N/A
Melni Connectors,Angel,$0.50M,04/19/2015,N/A,"Melni products are changing the standards in electrical connection technology. The company's patented devices are revolutionizing the electrical industry by offering a faster, safer, and cost-effective way to transfer power. These alternatives were designed to allow for quick and reliable connectivity without the need for specialized tools or timely processes.",eCommerce,United States,$0.50M,N/A
Wigzo,Seed VC - II,$0.50M,12/01/2015,N/A,"Wigzo offers an enterprise marketing automation suite that enables brands to understand and communicate with customers on a one-on-one basis. Wigzo creates personalized real-time content, based on context and usage patterns of the user, across all customer touch points from a single, integrated digital marketing platform, without changing the service providers.",Internet Software & Services,Singapore,$1.60M,N/A
PlaceSpeak,Angel,$0.50M,11/16/2015,N/A,"PlaceSpeak is revolutionizing the online public consultation business. Public consultation is required broadly as part of the democratic process. Governments at all levels directly or indirectly require consultation on a range of issues, most of which are geographically defined. PlaceSpeak taps into that need to consult and adds value by generating verifiable data to support public policy development and local decision-making. PlaceSpeak takes the guess work out of online public consultation.",Internet Software & Services,Canada,$0.50M,N/A
Bandhub,Seed,$0.50M,12/04/2015,N/A,Bandhub is an online music collaboration community.,Internet Software & Services,United States,$0.50M,N/A
"L
LifeSite",Series A - II,$0.50M,12/10/2015,N/A,"LifeSite is a cloud-based digital safety deposit box for individuals, families & advisors to organize, secure and share all life information.",Internet Software & Services,United States,$5.68M,N/A
LiveIn.com,Seed VC,$0.50M,12/15/2015,N/A,LiveIn.com is an online marketplace for student accommodation. The company offers thousands of verified rooms from hostel owners/operators and educational institutions.,eCommerce,Malaysia,$0.50M,N/A
