Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"I
ICV",Series A,,01/01/2018,N/A,"ICV is building and providing the next generation of HR tools for HR teams to source, sort, filter, and match the most compatible candidate for every position, every time. Reinventing recruiting with the use of deep technologies such as AI, ML, and NLP, its products provide the right edge to be ahead in a war for talent. Launched in 2018, ICV has introduced SoFi, its SaaS matching platform for companies that immediately analyzes high volumes of IT personnels' CVs and evaluates, filters, and sorts the most attractive candidates. With SoFi, a company will never miss a good match. ICV technology solutions allow the world’s biggest brands to deliver personalized and practical analytics, used by all departments and decision-makers in the company, transforming the HR department in the or...",Internet Software & Services,Israel,,N/A
aureso,Seed VC - II,,06/19/2018,N/A,"aureso is a SaaS-based sales productivity platform that helps car dealers to modernize on two fronts: it does away with inefficient, paper-based processes and adds a layer of previously unavailable business intelligence. It can be configured to connect multiple dealers with groups, importers, and manufacturers so that everyone along the chain benefits from real-time sales performance data. It solves the problem of having to use multiple different tools such as for customer relationship management and sales, by rolling it all into one, tailored to the industry's specific needs.",Internet Software & Services,Singapore,,N/A
BabyList,Series B,,02/15/2018,N/A,BabyList is a baby registry that lets users register for your baby supplies from retailers of choice - including favorite local or independent shops (like Etsy).,eCommerce,United States,$40.64M,N/A
Carswitch,Seed,,09/12/2018,N/A,"Carswitch is an online platform for buying and selling used cars in Dubai. For sellers, Carswitch takes on the process from start to finish, which includes advertising, collecting calls, arranging test drives, and closing the paperwork. Carswitch runs its own 200-point inspection and discloses the results on their online portal to provide transparency in the marketplace, while adding a warranty to every car. This results in peace of mind for the buyers who ultimately purchase directly from end sellers.",eCommerce,United Arab Emirates,$2.30M,N/A
"Y
You.JAPAN",Seed VC,,12/25/2018,N/A,"You.JAPAN is a developer of travel services for tourists visiting Japan. The company offers wafoo, a live distribution media platform for travel information videos; and Tadory, a photography tour service.",Internet Software & Services,Japan,,N/A
Chatkit,Seed VC - II,,12/20/2018,N/A,"Chatkit's conversational marketing platform enables brands to manage and automate conversations with their customers on chat channels, like Facebook Messenger. Unique insights and valuable data collected from these conversations are then used to personalize the customer experience, as well as inform the brand's marketing strategy.On October 1, 2020 Chatkit was acquired by SNAP Commerce. The terms of the transaction were not disclosed.",Internet Software & Services,Canada,,N/A
"A
Aladdin B2B",Seed,,11/02/2018,N/A,"AladdinB2B is a business intelligence, partnering and prospecting tool. AladdinB2B aims to enhance marketing and sales operations within the MEA region, and is particularly beneficial to companies looking to expand into overseas territories.",Internet Software & Services,United Arab Emirates,,N/A
"C
Curacubby",Seed VC,,07/13/2018,N/A,Curacubby is a SaaS company facilitating financial transactions between small and medium businesses (SMBs).,Internet Software & Services,United States,,N/A
Drivemate,Seed VC - II,,05/22/2018,N/A,Drivemate is a peer-to-peer car rental platform.,eCommerce,Thailand,$2.20M,N/A
EMQ,Series A - II,,10/08/2018,N/A,"EMQ provides a financial network across Asia, primarily focused on remittance. With a footprint across Hong Kong, Taiwan, Indonesia, Vietnam, and the Philippines, the company partners with financial institutions to enable and settle cross-border remittance.",Internet Software & Services,Hong Kong,$26.50M,N/A
"F
Firefly",Seed - II,,02/27/2018,N/A,Firefly provides advertisements on digital screens on top of rideshare vehicles and taxis. The company uses first-party data for granular audience-based targeting.,Internet Software & Services,United States,$68.78M,N/A
"A
Aware",Seed VC - II,,07/12/2018,N/A,Aware develops logistical solutions for companies that pursue high performance in its operations. It uses its deep technology assets to deliver tailor-made systems according to the clients necessities.,Internet Software & Services,Japan,$4.25M,N/A
KitaBisa,Series A,,11/26/2018,N/A,KitaBisa is an Indonesia-based crowdfunding platform.,eCommerce,Indonesia,$0.05M,N/A
Kolay,Seed VC - II,,10/29/2018,N/A,Kolay is a SaaS platform specialized in HR management for SMEs and enterprises.,Internet Software & Services,Turkey,$1.57M,N/A
Kompyte,Seed VC - III,,01/19/2018,N/A,"Kompyte allows any company to track what their competitors are doing online in terms of ads, SEO, mentions on social media or email campaigns.",Internet Software & Services,United States,$3.63M,N/A
Floward,Seed,,12/10/2018,N/A,Floward offers a flower delivery online and mobile platform.,eCommerce,Kuwait,$30.25M,N/A
"H
Hapoom",Seed VC,,09/28/2018,N/A,Hapoom is an instant device-to-device personal cloud for file sharing and streaming.,Internet Software & Services,South Korea,,N/A
"O
Orchard Labs",Seed,,03/27/2018,N/A,"Orchard takes the guess work out of selling phones with smart analytics that automatically test a phone's hardware and software. Featuring a scratch interface, the Orchard app verifies a phone's condition, determines its fair price, and automatically builds it a beautiful listing. Share this listing anywhere or let Orchard's selling services find a buyer.",eCommerce,Canada,,N/A
PointCheckout,Seed - II,,11/12/2018,N/A,"PointCheckout is a payment gateway for loyalty points, allowing consumers to spend their reward points on any online store and bringing online merchants a new set of online shoppers.",Internet Software & Services,United Arab Emirates,$0.62M,N/A
Sportwey,Seed VC,,01/31/2018,N/A,Sportwey is a platform that connects and manages amateur sports tournaments.,Internet Software & Services,Mexico,$0.07M,N/A
TapChief,Seed VC,,06/26/2018,N/A,"TapChief offers a platform that allows users to discover and schedule calls with professionals to get advice across domains.On February 16th, 2021, Unacademy acquired a majority stake in TapChief at a valuation of $13.73M.",Internet Software & Services,India,$2.30M,N/A
TaxJoy,Seed VC,,02/05/2018,N/A,Taxjoy lets users communicate with clients in a streamlined and secure way.,Internet Software & Services,United States,,N/A
Tourkrub,Series A,,09/11/2018,N/A,Tourkrub is an online market place for out-bound tour packages in Thailand.,eCommerce,Thailand,$5.00M,N/A
Tourkrub,Seed - II,,02/16/2018,N/A,Tourkrub is an online market place for out-bound tour packages in Thailand.,eCommerce,Thailand,$5.00M,N/A
TrueFace,Seed VC,,01/18/2018,N/A,"Trueface develops computer vision and facial recognition solutions. The company's technology is platform agnostic, capable of running on embedded chipsets, servers, desktops, and at the edge. Solutions include Facial Recognition, Spoof, and Liveness Detection, Weapon Detection, Age Verification, and License Plate Recognition. Trueface has built its business with privacy and data compliance at its core.On June 2nd, 2021, TrueFace was acquired by Pangiam. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$4.42M,N/A
"T
Trusting Social",Seed VC,,03/26/2018,N/A,"Trusting Social provides consumer credit score based on social, web and mobile data. Trusting Social enables lenders in emerging markets to make it easier for consumers with poor credit to access financing and loans.",Internet Software & Services,Singapore,$44.00M,N/A
User1st,Series C,,03/15/2018,N/A,"User1st provides a cloud-based service designed that enables accessibility professionals, webmasters, content managers, user experience managers, and developers to make any website accessible without changing the existing codebase. This product detects, fixes, and monitors any website simply by adding a single line of code– then the User1st Code-Fix Editor does the rest.",Internet Software & Services,Israel,$3.00M,N/A
FishFishMe,Seed VC,,11/06/2018,N/A,"FishFishMe offers an online marketplace, where customers looking to go on a fishing trip can browse charter boats in various countries and book trips via the site.",eCommerce,Kuwait,$0.28M,N/A
zumata,Seed VC - II,,01/24/2018,N/A,"Zumata is a data company that leverages advanced technologies to simplify complex problems for its corporate customers. Zumata works across industries through its chatbot applications, but is heavily focused on the travel space. In particular, Zumata is a B2B travel technology company that consolidates and organizes the universe of third party hotel supply and delivers hotel pricing, availability, and static content to travel retailers.",Internet Software & Services,Singapore,,N/A
PUBLY,Series A - II,,03/29/2018,N/A,"PUBLY is a subscription-based online service that offers digital publications for young professionals in their mid-20s to 40s. Instead of centrally curating pieces, the books are published by crowdfunding - a contributor proposes an idea, a deadline is set and readers place reservations for the piece. The resulting digital books can be viewed online through streaming, covering subjects ranging from industry and technology to business management and tourism.",Internet Software & Services,South Korea,$16.20M,N/A
"S
Spready",Series A,,12/26/2018,N/A,"Spready is a platform that connects people to organizations. The company helps users to find work they like to do by leveraging their ""personal social capital"" (their skills and relationships).",Internet Software & Services,Japan,,N/A
"T
TRUSTDOCK",Series A,,05/24/2018,N/A,"TRUSTDOCK offers identity confirmation, e-KYC, and personal number acquisition API services in Japan.",Internet Software & Services,Japan,$11.73M,N/A
"Z
ZINEYOU",Series B,,06/29/2018,N/A,"ZINEYOU specializes in web development, management, and marketing services. The company operates KITCHEN BROTHERS, a food marketplace that connects small and medium-sized restaurants with wholesalers.",eCommerce,Japan,,N/A
"G
Genessential",Seed VC,,12/27/2018,N/A,"Genessential is a provider of nutritional health solutions based on genetic testing. Using precision testing (gene detection, gut microbiota, and hospital physical examination), the company can provide customized health solutions and personalized nutrition products and services.",Internet Software & Services,China,,N/A
"Z
Zhuoyue Education",IPO,,12/27/2018,N/A,"Zhuoyue Education (HK: 3978) is a provider of Internet-based education & training services for primary, junior, and high school students, offering private tutoring, quality courses, full-time school, and competitions.",Internet Software & Services,China,$18.00M,N/A
"C
Coin Link X",Seed,,12/15/2018,N/A,"Coin Link X is a one-stop blockchain project incubation platform, providing a community for investment & financing guidance, research & evaluation, marketing, and more.",eCommerce,China,,N/A
hokan,Seed,,12/28/2018,N/A,XBENTURY is a marketing agency specialized in using AI technology and visual recognition technology to insert advertisements into online videos based on video contents. The company's technology is also used for medical applications.,Internet Software & Services,China,$4.32M,N/A
"M
Midi Smart Finance And Taxation",Seed,,12/20/2018,N/A,Midi Smart Finance And Taxation is a one-stop intelligent finance and taxation service.,Internet Software & Services,China,,N/A
MultiVAC,Seed VC,,12/21/2018,N/A,MultiVAC is a flexible public blockchain platform designed for large-scale and complicated decentralized applications.,eCommerce,Singapore,$15.00M,N/A
"T
Threat Hunter",Seed VC - II,,12/26/2018,N/A,Threat Hunter (威胁猎人) is a technology company engaged in corporate security.,Internet Software & Services,China,$4.81M,N/A
"X
Xueba Laiye",Seed,,12/28/2018,N/A,Xueba Laiye is committed to solving the cultural curriculum learning problems of children aged 6-18 by integrating the resources of Tsinghua University in Beijing to create a chain online education platform.,Internet Software & Services,China,,N/A
27Mantraa,Angel,,12/31/2018,N/A,27Mantraa is a Thanjavur-based spiritual concierge service provider.,eCommerce,India,,N/A
"E
EarthOptics",Seed - II,,12/31/2018,N/A,"EarthOptics is building a soil cloud for agricultural management. The company creates intelligent technology that provides insights into soil health and management. It is based in Raleigh, North Carolina.",Internet Software & Services,United States,$11.80M,N/A
"X
Xtheta",Seed,,12/27/2018,N/A,Xtheta is a virtual currency exchange.,eCommerce,Japan,,N/A
WhatzMoney,Seed VC - III,,12/27/2018,N/A,WhatzMoney is a home loan rate comparison and analysis site.,eCommerce,Japan,$1.11M,N/A
"T
Talentkey",Seed VC,,12/28/2018,N/A,"Talentkey is a comprehensive O2O human resources platform that offers services including headhunting, recruitment, job posting, resume screening, candidate communication, outsourcing, and more.",Internet Software & Services,China,,N/A
"N
northern31",Seed - II,,12/22/2018,N/A,northern31 is an Internet media platform focused on the blockchain industry.,Internet Software & Services,China,,N/A
"Z
Zhixian Technology",Seed,,06/01/2018,N/A,Zhixian Technology engages in the e-commerce business of household products.,eCommerce,China,,N/A
Unless,Seed VC,,05/01/2018,N/A,"Unless improves the communication between man and machine, offering services that adapt digital interaction to match the context of individual people. Its real-time personalization platform tailors website messaging to each visitor.",Internet Software & Services,Netherlands,$0.31M,N/A
"S
SmashFly Technologies",Series C,,03/01/2018,N/A,SmashFly Technologies provides a recruitment marketing and candidate relationship management solution.,Internet Software & Services,United States,$31.00M,N/A
Plandisc,Angel,,01/01/2018,N/A,"Plandisc is an online project management tool that provides customizable templates that enable users to efficiently plan their projects accordingly.On November 10th, 2021, Plandisc was acquired by Visma. The terms of the transaction were not disclosed.",Internet Software & Services,Denmark,,N/A
Hejdoktor.dk,Angel,,08/08/2018,N/A,"Hejdoktor.dk provides instant, convenient and cost-effective healthcare services online.",Internet Software & Services,Denmark,,N/A
Heycater,Series B,,12/20/2018,N/A,"Heycater is an online marketplace for caterers, food trucks, and private cooks. Heycater provides an easy booking platform that combines high quality food with the culinary diversity of different caterers.",eCommerce,Germany,,N/A
"L
Legafrik",Seed VC,,11/28/2018,N/A,Legafrik is a digital platform that enables users to manage all of their online legal needs in one place.,Internet Software & Services,Cote D'Ivoire,,N/A
Yusudi,Seed VC,,11/09/2018,N/A,Yusudi is a social enterprise focused on providing trained interns to SME organizations to contribute to the growth of the organization and the young person.,Internet Software & Services,Kenya,$0.25M,N/A
CAPSL Entertainment,Seed - II,,08/25/2018,N/A,"CAPSL is a competitive gaming platform that makes creating, launching and competing in online tournaments simple, safe, and secure across thousands of mobile game titles. CAPSL achieves this through proprietary computer vision technologies that capture and verify match results across otherwise unsupported titles, while ensuring tournament prizes are automatically authenticated and distributed to winners through the use of smart contracts. The company also services brands through a sponsorship-bidding marketplace by providing a central location for brands to connect and endorse online tournaments of all sizes.",Internet Software & Services,China,$0.03M,N/A
"P
Primo",Seed,,12/10/2018,N/A,"PRIMO focuses on enhancing membership program capabilities in 1-to-1 communication and providing a greater variety of privileges offerings. It recommends users where to shop, what to buy and how to pay based on the credit cards that users have.",Internet Software & Services,Thailand,,N/A
"O
Obito",Seed,,08/31/2018,N/A,Obito is a platform for tokenization and storage on the Bitcoin Cash blockchain.,Internet Software & Services,Taiwan,,N/A
"J
Jianghu",Seed,,07/10/2018,N/A,"Jianghu uses a training system to create, manage, market and monetize esports teams across multiple games.",Internet Software & Services,China,,N/A
"H
HITCH",Seed VC,,10/10/2018,N/A,HITCH is a locally relevant education platform designed for African schools.,Internet Software & Services,Canada,$0.04M,N/A
"H
Homoola",Seed VC,,07/03/2018,N/A,Homoola is a communication marketplace that connects shippes and sellers with freight carriers. It gives shippers access to capacity at times of peak demand and allows them to optimize the efficiency of their shipments at slow times.,eCommerce,Saudi Arabia,,N/A
"Q
Qeeka Home",IPO,,07/12/2018,N/A,"Qeeka Home (HKG: 1739) is an online interior design and construction platform. The Company matches its users with service providers offering custom solutions. The Company is mainly engaged in the operation of its interior design and construction platforms, as well as its own interior design and construction business. The Company's own interior design and architectural brands include Brausen, Jumei and Qiyu.",eCommerce,China,,N/A
Yptokey,Seed VC,,07/03/2018,N/A,"Yptokey is a secure, decentralized digital access solution. The company's identity-based authentication means only approved individuals are granted access.",Internet Software & Services,Germany,,N/A
"C
Cuddl",Seed,,10/01/2018,N/A,Cuddl is an online first sleep products startup with a focus on pillow design and manufacturing. Cuddl's flagship product is their shredded latex pillow with features that provide elevated sleep experiences.,eCommerce,India,,N/A
"H
Headfone",Seed,,10/01/2018,N/A,"Headfone is a social audio platform where users can listen to stories, talk shows, podcasts, radio channels and more. Headfone uses machine learning to build personalised audio feed in order to provide a better listening experience.",Internet Software & Services,India,$3.76M,N/A
"C
Cashpositive",Seed,,10/01/2018,N/A,Cashpositive is a proprietary credit platform being used by mid-market suppliers to speed up the collection of receivables from distributors. Insights from the platform also help lenders fix liquidity gaps in the supply chain.,Internet Software & Services,India,,N/A
FLYTTA,Seed,,10/01/2018,N/A,"FLYTTA is a mobility platform that offers Hassle free logistics and exceptional level of transparency to the customer using Existing Supply Chain, Deep Learning and Vision Engineering.",Internet Software & Services,India,,N/A
Neurotags,Seed,,10/01/2018,N/A,"Neurotags helps brands eliminate the counterfeiting of their physical products. With the company's foolproof, patent-pending, AI-based anti-counterfeit solution, brands can digitize their supply chains while enhancing transparency and efficiency.",Internet Software & Services,United States,,N/A
"Q
Quikepic",Seed,,10/01/2018,N/A,Quikepic is a tech platform for API based secure and traceable exchange of financial information across financial institutions.,Internet Software & Services,India,,N/A
Vyakya,Seed,,10/01/2018,N/A,"Vyakya's product, Prudent.ai is a platform that brings power of AI to accounting and audit services.",Internet Software & Services,India,,N/A
Airpix,Seed,,10/01/2018,N/A,"Airpix offers a cloud software suite to convert drone data into business intelligence and decision support systems. The online platform allows users to upload drone data, visualize, extract information, annotate, collaborate and generate analytics & curated reports.",Internet Software & Services,India,,N/A
"A
ArchSaber",Seed,,10/01/2018,N/A,Archsaber is an analytics company providing insights into the performance of an IT infrastructure.,Internet Software & Services,India,$0.02M,N/A
Flinkhub,Seed,,10/01/2018,N/A,Flinkhub is a relationship driven sales intelligence platform that helps sales teams get a comprehensive view of their relationship graph with prospects from a large pool of companies.,Internet Software & Services,United States,,N/A
"I
Instoried",Seed,,10/01/2018,N/A,"Instoried is an augmented writing platform designed to improve customer interest and engagement. The platform helps content writers in e-commerce, news, FMCG and other verticals to optimize emotions in marketing content.",Internet Software & Services,India,$9.63M,N/A
"P
Pluspin",Seed,,10/01/2018,N/A,"Pluspin converts standalone pharmacies in a micro locality into a one stop shop for all basic healthcare needs such as diagnostics, home-healthcare, prescribed and OTC drugs.",eCommerce,India,$0.71M,N/A
The Design Cart,Seed,,10/01/2018,N/A,"The Design Cart is a B2B sourcing marketplace for the fashion industry. Garment manufacturers, fashion designers and fashion boutique owners can purchase fabrics, beads, laces, buttons and other trims.",eCommerce,India,,N/A
m-hospitality,Seed VC,,11/14/2018,N/A,"m-hospitality is a guest engagement platform that aims to help optimize the visitor experience before, during, and after each stay. m-hospitality's algorithms identify each visitor's desires and automate internal procedures at the hotel to offer personalized services and products to the right visitors at the right time.",Internet Software & Services,Greece,,N/A
"A
AskLily",Seed VC,,12/31/2018,N/A,AskLily is a shopping personal assistant for fashion. AskLily is an AI platform that learns each user's fashion style and preferences then shows each user personalized recommendations.,Internet Software & Services,Israel,,N/A
"M
Medbanks Network Technology",Series C,,04/17/2018,N/A,"Medbanks is an oncology data platform in the field of cancer. It develops intelligent diagnosis and treatment systems, as well as comprehensive solutions to improve the level of tumor diagnosis and treatment and the efficiency of doctors' clinical work.",Internet Software & Services,China,$546.47M,N/A
"R
RayKITE Technology",Series A,,12/29/2018,N/A,RayKITE Technology focuses on real-time visual development and research of cloud data and IoT data.,Internet Software & Services,China,,N/A
Luxury Promise,Seed,,06/11/2018,N/A,Luxury Promise is a marketplace for pre-owned luxury goods delivered with speed and authenticity.,eCommerce,United Kingdom,$3.75M,N/A
Belongcare,Seed VC,,06/25/2018,N/A,"Belongcare helps patients, doctors and laboratory services work together through a technology driven approach for healthcare delivery.",Internet Software & Services,India,,N/A
"R
Rivews",Seed VC,,08/03/2018,N/A,Rivews is a patient satisfaction and online reputation management solution.,Internet Software & Services,United States,,N/A
"S
syncH",Seed VC,,06/06/2018,N/A,"syncH aims to help reverse chronic health conditions with functional medicine by streamlining access and healthcare services. Patients can connect with functional medicine doctors who are specialized in chronic conditions; syncH provides an online platform for booking, chat and consultations over live-video.",Internet Software & Services,United States,,N/A
"D
Differ Chat",Seed - II,,08/15/2018,N/A,Differ Chat is a messaging app for students and teachers in higher education that aims to support peer mentoring and 1-1 counselling.,Internet Software & Services,Norway,$1.00M,N/A
"C
CH Chain",Seed,,12/28/2018,N/A,CH Chain is a big health blockchain trading service provider.,Internet Software & Services,China,,N/A
GladCloud,Seed,,12/17/2018,N/A,"Gladcloud has developed an Integrated Enterprise SaaS platform that connects Brands and On-Demand Services with their affiliated merchant partners, addressing the key parallel challenges and opportunities of improving customer engagement and increasing revenue at each merchant partner location.",Internet Software & Services,Ireland,,N/A
"N
NeoSound",Seed,,12/17/2018,N/A,NeoSound is developing a Digital Sound Processing technology that transforms human voice or other sounds into data.,Internet Software & Services,Netherlands,,N/A
Rad.ad,Seed,,12/17/2018,N/A,Rad.ad is a platform for news sites and e-commerce platforms to make real-time creative online advertising. It helps customers double their click-through rates that in turn doubles the traffic and sales at the same ad spend.,Internet Software & Services,Netherlands,,N/A
"Y
Yoke",Seed,,12/17/2018,N/A,Yoke helps apps grow efficiently by driving quality downloads via social media influencers.,Internet Software & Services,United Kingdom,,N/A
Churnly,Seed,,12/17/2018,N/A,"Churnly has developed a platform that helps businesses use a subscription-based model to predict the customers they are likely to lose, the reason for it and when it will happen.",Internet Software & Services,United Kingdom,,N/A
"S
Shanzhen",Series A,,04/03/2018,N/A,ShanZhen is a medical examination appointment checking platform.,Internet Software & Services,China,,N/A
Wizely Finance,Seed VC,,02/15/2018,N/A,Wizely Finance is a white-label web-based platform that helps financial institutions offer their customers unsecured consumer loan products.,Internet Software & Services,United States,,N/A
"Y
Yuandudu",Seed VC,,04/09/2018,N/A,Yuandudu provides integrated solutions of Auto Insurance Claim Fraud Detection for insurance companies.,Internet Software & Services,China,,N/A
"R
Rho",Seed VC,,11/20/2018,N/A,"Rho provides trading platforms and technology solutions for fintech and digital advisors.On March 18th, 2021 Rho was acquired by Tradier. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$0.12M,N/A
"B
Bello",Seed,,01/03/2018,N/A,Bello is an artificial intelligence technology company for talent acquisition that provides an open API interface intelligent recruitment solution for global enterprises and SaaS products.,Internet Software & Services,China,,N/A
"P
PIALA",IPO,,12/11/2018,N/A,"PIALA (TYO: 7044) provides marketing automation systems for e-commerce providers, and supports direct marketing business in the field of beauty and health foods.",Internet Software & Services,Japan,$4.52M,N/A
"B
Baby Sweets",Seed VC,,09/17/2018,N/A,Baby Sweets is an online baby clothing retailer.,eCommerce,Germany,,N/A
Synchronized,Seed VC,,11/29/2018,N/A,Synchronized is a smart video platform with an editor that enables producers to add interactive features to video content.,Internet Software & Services,France,,N/A
"Q
Qingtian Industrial Internet",Seed,,12/26/2018,N/A,Qingtian Industrial Internet is a green low carbon industrial internet platform.,Internet Software & Services,China,,N/A
Teltoo,Seed - II,,01/01/2018,N/A,"Teltoo helps video content publishers to save on bandwidth costs by creating a seamless P2P CDN for video distribution. Teltoo seeks to boost 4K/HD Online Video Delivery.On July 9th, 2020, Teltoo was acquired by Haivision. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$0.12M,N/A
"Z
Zamna",Seed - III,,01/01/2018,N/A,"Zamna is a platform for airlines and governments for secure and privacy preserving data sharing. Zamna empowers airlines to verify a passenger’s identity prior to arriving at an airport thus positively impacting both passenger experience, security and facilitation.",Internet Software & Services,United Kingdom,$5.03M,N/A
Wibson,Seed,,01/01/2018,N/A,Wibson is a decentralized data market based on blockchain that offers individuals the possibility of selling secure and anonymous private information validated in a reliable environment.,eCommerce,Gibraltar,,N/A
YBVR,Seed,,01/01/2018,N/A,"YBVR, aka YerbaBuena YR, is creating a VR 360 video streaming technology optimized for any available bandwidth condition. The company seeks to create a live VR video platform with adaptive resolution capability supporting massive live events such as sports and concerts.",Internet Software & Services,United States,$1.61M,N/A
"T
Tonic",Seed VC,,06/01/2018,N/A,"Tonic automatically creates mock data that preserves characteristics of secure datasets so that developers, data scientists, and salespeople can work without breaching privacy.",Internet Software & Services,United States,$43.00M,N/A
PoliPoli,Seed VC - III,,08/15/2018,N/A,"PoliPoli is a blockchain-based platform that aims to connect politicians and citizens via token economy. By using the company's Polin token, voters can express their opinions and have their voices heard.",eCommerce,Japan,$0.55M,N/A
"P
Paper.id",Seed VC,,04/24/2018,N/A,Paper.id aims to help SMEs manage their order-to-pay processes.,Internet Software & Services,Indonesia,,N/A
ClassTag,Seed VC,,11/30/2018,N/A,"ClassTag is an app-based communication service for parents and teachers to help organize classroom activities, volunteers and reminders.",Internet Software & Services,United States,$8.60M,N/A
OpenSensors,Seed VC - II,,10/27/2018,N/A,"OpenSensors provides a smart Building Management System. Its sensors and analytics tools help make the most effective use of space. With experience in providing tailored solutions to more than 50 companies, the company can give a view into workplace utilization. Businesses and communities use its services to manage their physical resources in a data driven way and build a sustainable future.",Internet Software & Services,United Kingdom,$4.00M,N/A
"S
Songxiaoxian",Series A,,12/28/2018,N/A,Songxiaoxian is a mobile internet and social internet service company.,eCommerce,China,,N/A
Clockwork,Seed VC,,06/05/2018,N/A,Clockwork offers real-time goods transport monitoring. Clockwork offers a fully integrated app and a cloud-based system to monitor individual transports as well as larger flows of goods.,Internet Software & Services,United States,$8.62M,N/A
"C
Computer Science Proficiency Asessment",Seed VC,,07/25/2018,N/A,"Third Impact, dba The Computer Science Proficiency Assessment (CSPA), is a standardized exam for software engineers.",Internet Software & Services,United States,$0.12M,N/A
Players' Lounge,Seed VC,,03/19/2018,N/A,Players' Lounge is an online platform where gamers can compete for cash.,Internet Software & Services,United States,$3.15M,N/A
Verisart,Seed VC,,02/15/2018,N/A,"Verisart leverages the Bitcoin blockchain to record and timestamp digital certificates representing real-life artwork and collectibles, which can be used to verify and track the provenance of an art piece",Internet Software & Services,United States,$2.50M,N/A
"N
NewCraft Technologies",Seed VC,,08/24/2018,N/A,NewCraft Technologies uses computer vision to turn screen recordings into gamified walkthroughs.,Internet Software & Services,United States,$0.12M,N/A
Servme,Seed VC,,05/28/2018,N/A,Servme is a data focused CRM/table reservation tool that integrates with POS and all other restaurant systems and data.,Internet Software & Services,Lebanon,,N/A
"A
Action Desk",Pre-Seed,,10/01/2018,N/A,"Action Desk provides an automation tool that allows for the automatic importing of data, pre-defined calculation and manipulation of that data and contingent data output or triggered actions.",Internet Software & Services,France,$0.15M,N/A
ForTunes,Pre-Seed,,09/01/2018,N/A,"ForTunes is a team of music and tech enthusiasts based in Vienna. They put Music Data Analytics at the fingertips of a new generation of music creators by collecting, fetching, and visualizing data and providing customers with insights that help them understand who is playlisting & uploading their music and how their audience is growing.",Internet Software & Services,Austria,,N/A
"L
Legal OS",Pre-Seed,,12/01/2018,N/A,"Legal OS makes legal content accessible and usable by providing a library of computable content. The library is structured from bite-sized chunks of legal content, enabling businesses and end-users to build an almost infinite variety of legally compliant agreements.",Internet Software & Services,Germany,$2.20M,N/A
"L
Luxsens",Seed VC,,10/18/2018,N/A,Luxsens provides a social commerce marketplace that provides a one stop shop solution for destination shopping of luxury goods.,eCommerce,Hong Kong,,N/A
"A
Art Together",Seed VC,,10/15/2018,N/A,"Art Together, developed by P2P lending service TOGETHER FUNDING, is an art purchasing platform.",eCommerce,South Korea,,N/A
"P
Planet Table",Series C,,01/25/2018,N/A,"Planet Table is a FoodTech company. Its products include online distribution platform SEND for agriculture and livestock products, and offers its own service of delivering fresh items collected from domestic producers mainly to high-end restaurants in the city. Planet Table also offers FarmPay, a service to support cash flow improvement, which is a challenge faced by many producers.",eCommerce,Japan,$10.21M,N/A
Stayway,Angel,,06/26/2018,N/A,"Stayway is an online travel platform that offers search and comparison services for hotels, rental houses, monthly apartments, and guesthouses around the world.",eCommerce,Japan,$0.65M,N/A
"R
Robin Data",Seed VC,,11/30/2018,N/A,Robin Data is a smart data protection management platform with which data protection officers can implement the requirements of the EU General Data Protection Regulation (GDPR) in compliance with the law.,Internet Software & Services,Germany,,N/A
Cosmose,Seed VC,,03/29/2018,N/A,"Cosmose AI understands, predicts and influences how people shop offline. Cosmose AI is an offline behavioral data technology that helps brands and marketers influence and predicts consumers' choices, target them with online ads and measure how online campaigns impact offline visits and sales. The company invented the OMNIcookie, a cookie for the physical world to understand consumers' offline behavior and bring the power of retargeting to retailers/brands.",Internet Software & Services,China,$26.99M,N/A
"G
Grabb-It",Angel,,07/25/2018,N/A,Grabb-It is a location-based digital advertising platform that gives advertisers the opportunity to reach consumers at the point of purchase.,Internet Software & Services,United States,$0.12M,N/A
"Z
Zhonggong Education",Reverse Merger,,05/19/2018,N/A,Zhonggong Education is a training and exam tutorials service provider for civil service worker.,Internet Software & Services,China,,N/A
"A
AInnovation",Seed VC,,03/01/2018,N/A,"AInnovation offers AI-related products and business solutions to customers in the retail, manufacturing, and finance sectors.",Internet Software & Services,China,$115.93M,N/A
"W
Webot",Seed,,04/01/2018,N/A,Webot is an intelligent semantic understanding customer service platform that uses deep learning.,Internet Software & Services,China,,N/A
Evree,Seed VC,,06/26/2018,N/A,Evree is a provider of financial advice.,Internet Software & Services,Canada,,N/A
"W
Wisk",Seed VC,,06/11/2018,N/A,"Wisk is platform of beverage analytics for restaurants, bars, and hotels.",Internet Software & Services,Canada,$0.12M,N/A
Lexop,Seed VC,,04/18/2018,N/A,"Lexop is a method to send, track, and prove document delivery in real time.",Internet Software & Services,Canada,$1.59M,N/A
"Y
Yilv Smart Homework Dog",Seed,,12/19/2018,N/A,Yilv Smart Homework Dog is a learning process tracking and tutorial platform for teachers and students.,Internet Software & Services,China,,N/A
"C
Crebe",Seed,,12/17/2018,N/A,Crebe is a digital currency exchange.,eCommerce,United States,,N/A
