Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Talivest,Seed - II,$0.12M,03/10/2016,N/A,"Talivest, formerly KonnectAgain, is a corporate alumni network for companies to keep engaged and up to date with their ex-employees. Talivest helps create active groups of alumni which allow the company to share news, recruit, and foster community among their former employees.",Internet Software & Services,Ireland,$0.14M,N/A
Sponsokit,Seed,$0.12M,03/10/2016,N/A,Sponsokit matches sponsors and brands with YouTubers to produce custom videos that place the right products in front of the right consumers. The company offers ways for brands to find the right YouTuber for all planned campaigns. Sponsokit is a platform where companies learn how to collaborate with social media creators.,Internet Software & Services,Germany,$0.12M,N/A
Stepsize,Seed,$0.12M,03/10/2016,N/A,"Stepsize's desktop app and website helps programmers find, reuse, and collaborate on code snippets.",Internet Software & Services,United Kingdom,$0.12M,N/A
Teltoo,Seed,$0.12M,03/10/2016,N/A,"Teltoo helps video content publishers to save on bandwidth costs by creating a seamless P2P CDN for video distribution. Teltoo seeks to boost 4K/HD Online Video Delivery.On July 9th, 2020, Teltoo was acquired by Haivision. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$0.12M,N/A
Bonsai,Seed,$0.12M,02/23/2016,N/A,"Bonsai has created a tool designed to guide freelancers through contract creation and invoicing. The company offers a system that takes care of contract creation, invoicing and payment processing for white-collar freelancers, or anyone who does contract work from behind a computer.",Internet Software & Services,United States,$0.12M,N/A
"S
Stilt",Seed,$0.12M,02/18/2016,N/A,Stilt is a mission-driven fintech company focused on providing credit to immigrants and the underserved. The company builds products to improve financial inclusion and democratize access to credit.,Internet Software & Services,United States,$225.74M,N/A
B2B Pay,Seed,$0.12M,03/13/2016,N/A,B2B Pay is a German/Finnish startup which offers virtual bank accounts for companies that export into Europe or export from Europe to the rest of the world. The mission of B2B Pay is to make international business transactions as quick and as cheap as possible with complete transparency about costs. B2B Pay simplifies the bureaucratic process and eliminates the need for back and forth paperwork.,Internet Software & Services,Finland,$0.17M,N/A
"C
Civilize",Seed,$0.12M,03/13/2016,N/A,Civilize utilizes all of the rights and protections from the Consumer Financial Protection Bureau. The company's systems is set up to protect people in debt to the full extent of the law.,Internet Software & Services,United States,$0.12M,N/A
FinancialJuice,Seed,$0.12M,03/13/2016,N/A,FinancialJuice is a real-time breaking financial news and content discovery platform helping traders and investors find the very best financial content.,Internet Software & Services,United Kingdom,$0.12M,N/A
"M
Metapacket",Seed,$0.12M,03/13/2016,N/A,"Metapacket is a cloud-based security service that detects malware and malicious activity in corporate networks. Metapacket provides security for enterprises through a smart cloud-based service and analyzes customer traffic's metadata, and is therefore able to generate actionable insights regarding malware and advanced persistent threats for use by the customer's IT personnel.",Internet Software & Services,Israel,$0.24M,N/A
"O
Option Samurai",Seed,$0.12M,03/13/2016,N/A,"Samurai is a data driven decision supports platform for market professionals. The company provides users with all the vital information about potential trades. By doing so, allowing users to make better investment decisions while saving time.",Internet Software & Services,United Kingdom,$0.12M,N/A
SlidePiper,Seed,$0.12M,03/13/2016,N/A,SlidePiper is an enterprise SaaS platform that enables building web-based portals for customer on-boarding by importing existing enterprise content and digital tools through an wizard based configuration dashboard. The platform helps accelerate sales and enables better communication with customers.,Internet Software & Services,Israel,$0.12M,N/A
"V
Vala",Seed,$0.12M,03/13/2016,N/A,"Vala has developed a unique technology and understanding of global money transfer flows with a mission to enable financial businesses grow by facilitating seamless cross-border payments. Its fintech-as-a-service platform and core technology are deployed across three strategic pillars of money transfer: Remittance platform enabling remittance businesses to digitize, streamline, & scale; Payroll platform allowing businesses to pay overseas staff in their local currency; and e-Wallet platform for consumers & SMEs (also for domestic).",Internet Software & Services,Israel,$0.12M,N/A
Wisor,Seed,$0.12M,03/13/2016,N/A,"Wisor is an online platform to optimize mortgage industry to the benefit of borrowers and lenders. The company provides optimization software as a service, in the financial sector, specializing in loan optimization, specifically mortgages and other large loans (residential and commercial).",Internet Software & Services,Israel,$0.12M,N/A
Halolife,Seed,$0.12M,03/15/2016,N/A,"Halolife is an online marketplace that helps individuals and families find and plan a cremation or burial service that meets their needs, budget, and location. By providing an online solution for these services, Halolife aims to to bring transparency and ease of use into a notoriously antiquated and opaque industry.",eCommerce,United States,$0.12M,N/A
HingeTo,Seed,$0.12M,03/15/2016,N/A,"Hingeto builds crowdfunding sites that let fashion brands test demand for new designs without having to produce them upfront. Hingeto's sites integrate into a brand's own website, and lets them test dozens of new designs simultaneously, and only produce the popular ones.",eCommerce,United States,$2.50M,N/A
"P
Pave IQ",Seed,$0.12M,03/16/2016,N/A,"Pave IQ helps businesses make the most out of Google Analytics. Pave IQ sets up Google Analytics, analyzes the data, and returns specific insights designed to increase revenue and improve marketing strategies. These reports inform users which marketing and advertising efforts are working, which are not working, and ways to improve.",Internet Software & Services,Canada,$0.12M,N/A
Deepgram,Seed - II,$0.12M,03/16/2016,N/A,"Deepgram is an accurate speech recognition platform. With its patented deep neural network, ease to use API, and patented model training capabilities, Deepgram enables organizations to easily embed AI into their business. By unlocking accurate speech data insights, organizations can create delightful customer experiences, improve productivity, and generate new business channels faster, more reliably, and cost-effectively than ever before.",Internet Software & Services,United States,$56.47M,N/A
Outschool,Seed,$0.12M,03/16/2016,N/A,Outschool is a marketplace of live online classes for kids. Classes meet in small-groups over live video-chat and are offered by independent teachers direct to parents.,eCommerce,United States,$240.02M,N/A
Stealth Worker,Seed,$0.12M,03/16/2016,N/A,"Stealth Worker connects businesses with cybersecurity specialists on their marketplace. Instead of moving cybersecurity experts from one full-time job to the next, StealthWorker allows companies to hire specialists for specific tasks like penetration testing (pen testing).",eCommerce,United States,$0.12M,N/A
Bus.com,Seed - II,$0.12M,03/16/2016,N/A,"Bus.com is a marketplace for ride-shared and private charter buses, providing customers with a solution to finding reliable transportation to and from events.",eCommerce,Canada,$22.33M,N/A
WorldCover,Seed,$0.12M,03/17/2016,N/A,WorldCover is an insurance technology company that uses a peer-to-peer model to provide farmers in developing worlds with crop insurance against natural disasters and provides investors with diversified returns from the non-traditional financial markets.,eCommerce,United States,$6.12M,N/A
CareSkore,Seed,$0.12M,03/17/2016,N/A,"CareSkore provides a health management solution which uses predictive analytics to improve clinical and financial outcomes through personalized, real-time interventions of diverse patient populations. It allows users to measure the clinical and financial risk of hospital patients based on their electronic medical record and claims data. This allows the hospitals to focus on patients that need the most care and management, both in hospital and after discharge. as a direct response to the Affordable Care Act which holds hospitals and providers accountable for the quality of care they provide.",Internet Software & Services,United States,$4.42M,N/A
"C
Castle Intelligence",Seed,$0.12M,03/17/2016,N/A,"Castle, a zero-configuration solutions for account takeover protects, provides security monitoring so that apps, regardless of size, can protect users' data. Castle's approach harnesses advanced machine learning to identify individual behavior and isolate potential threats with minimal false positives. Invisible to the end-user.",Internet Software & Services,United States,$11.68M,N/A
"O
OSVehicle",Seed,$0.12M,03/18/2016,N/A,"OSVehicle allows anyone to create customized electric vehicles using their open source platform and modular technology, Tabby Evo. By reducing R&D costs and eliminating the need for a factory, OSVehicle enables smaller companies and even industrials to build a fully working prototype in less than an hour. The lifetime of the product is also extended as users can replace, adapt, and upgrade different components.",eCommerce,Italy,$0.12M,N/A
GetAccept,Seed,$0.12M,03/16/2016,N/A,"GetAccept helps salespeople take full advantage of their sales opportunities and close more deals cleanly and quickly, with a workflow that helps them design, track and market sales documents through to the point that they're e-signed on the dotted line.",Internet Software & Services,United States,$28.75M,N/A
"M
Meter Feeder",Seed,$0.12M,03/18/2016,N/A,Meter Feeder provides a low cost payment and enforcement solution for small to mid-sized governments.,eCommerce,United States,$0.52M,N/A
mRelief,Seed,$0.12M,03/18/2016,N/A,mRelief has built a platform that enables low-income Americans to discover and check their eligibility for social services both online and through text-messaging.,Internet Software & Services,United States,$0.12M,N/A
StrongIntro,Seed,$0.12M,03/21/2016,N/A,"StrongIntro hosts a sourcing party at a startup's office, and uses their software to parse staffers' social connections to intelligently identify engineers and enable employees to easily recommend connections. StrongIntro also provides a dedicated recruiter to help build the key components of a successful referral program, including customized outreach, education of employees, and implementing best practices.",Internet Software & Services,United States,$0.12M,N/A
Salt Security,Seed,$0.12M,03/21/2016,N/A,Salt Security is an API security platform that prevents zero-day API breaches. Salt detects attack attempts before other solutions alarms are tripped.,Internet Software & Services,United States,$130.74M,N/A
Truebill,Seed,$0.12M,03/22/2016,N/A,"Truebill helps users find and track their subscriptions, fees, and other charges as well as cancel unwanted payments.",Internet Software & Services,United States,$82.35M,N/A
Paystack,Seed,$0.12M,03/24/2016,N/A,"Paystack allows Nigerian businesses to accept online payments via credit card, debit card, money transfer, and mobile money through an online platform and mobile apps.On October 15th, 2020, Paystack was acquired by Stripe at a valuation of $200M.",Internet Software & Services,Nigeria,$9.42M,N/A
Redspread,Seed,$0.12M,03/24/2016,N/A,"Redspread is a collaborative deployment tool for managing environments seamlessly from development to production. Redspread develops software for managing Kubernetes, offering a command line workflow to deploy Docker to Kubernetes in one command.",Internet Software & Services,United States,$0.12M,N/A
Stitch Health,Seed,$0.12M,03/24/2016,N/A,"Stitch Health provides healthcare organizations with a HIPAA-compliant, care coordination platform, which integrates with existing electronic health records (EHRs).",Internet Software & Services,United States,$0.12M,N/A
Function of Beauty,Seed,$0.12M,03/24/2016,N/A,"Function of Beauty has built a software platform to determine a precise formula for both shampoo and conditioner for every customer. The software algorithm allows customers to create a personalized profile encompassing options regarding hair type, style goals, fragrance preferences, and more.",eCommerce,United States,$164.66M,N/A
LendEDU,Seed,$0.12M,03/24/2016,N/A,LendEDU is a marketplace for student loans and student loan refinance. LendEDU was created to help student loan borrowers find transparency without damaging their credit.,Internet Software & Services,United States,$0.12M,N/A
Envyl,Seed,$0.12M,03/24/2016,N/A,Envyl offers an online meta-shopping platform where users can order items from US online stores and receive guaranteed timely delivery from individuals traveling toward their delivery destination.,Internet Software & Services,United States,$0.12M,N/A
Landed,Seed,$0.12M,03/24/2016,N/A,Landed makes buying a home more affordable and less risky by investing alongside a customer's down payment.,Internet Software & Services,United States,$23.12M,N/A
SnapEDA,Seed,$0.12M,03/24/2016,N/A,"SnapEDA is an electronic design community centered around a free, collaborative CAD library and data source for millions of electronic components. Its dashboard-view of electronic component data provides a one-stop shop for ready-to-use CAD libraries, datasheets and specifications, pricing and availability, social conversations, and more.",eCommerce,Canada,$0.12M,N/A
Gigwell,Seed,$0.12M,03/09/2016,N/A,"Zenysis builds data integration software that helps governments view and analyze all their data in one place. When governments face healthcare emergencies, humanitarian crises, or natural disasters, they turn to their data for actionable insights. Zenysis puts this information at their fingertips.",Internet Software & Services,United States,$0.80M,N/A
AlphaFlow,Seed,$0.12M,03/24/2016,N/A,"AlphaFlow is an automated real estate investment management service, offering automatic portfolio diversification for real estate investments. The firm applies data, analytics, and technology to create diversified, passive income-producing portfolios without the high fees and high minimums of traditional real estate investing.",Internet Software & Services,United States,$23.71M,N/A
Lynks,Seed,$0.12M,03/24/2016,N/A,"Lynks lets Egyptian customers paste in shopping links for any US site, and handles all customs and shipping logistics and explains all involved fees up front.",eCommerce,Egypt,$0.12M,N/A
Streamup,Seed,$0.12M,03/24/2016,N/A,"Streamup gives pro-grade live editing tools and advanced chat controls to encourage them to livestream their own shows - things like cooking programs, or fan Q&As with bands.",Internet Software & Services,United States,$0.22M,N/A
MineralSoft,Seed - II,$0.12M,03/24/2016,N/A,"MineralSoft provides a cloud-based software platform that includes portfolio management and analytics tools to serve the needs of oil and gas investors to manage large portfolios, track payback and ROI, audit revenue and expenses, and verify income.",Internet Software & Services,United States,$4.44M,N/A
Goodybag,Seed,$0.12M,03/24/2016,N/A,"Goodybag helps users find catering for their office. Users can easily search restaurants and have food delivered to their next meeting. For restaurants and caterers, Goodybag lists their catering menu with no startup or monthly fees. Restaurants and caterers can set their own delivery fees and zones. For businesses, Goodybag is an easy, time-saving way for them to explore and order food from restaurants around town for their employees.",eCommerce,United States,$1.46M,N/A
"N
Nova",Seed - II,$0.12M,03/24/2016,N/A,"Nova offers intelligent messaging and predictive task management for sales, and helps users write personal messages.",Internet Software & Services,United States,$0.15M,N/A
flexEngage,Seed - III,$0.12M,03/24/2016,N/A,"flexEngage helps brands transform standard transactional touchpoints (receipts, order and ship notifications, packing slips, etc.) into dynamic, personalized engagement channels that drive loyalty and revenue.",Internet Software & Services,United States,$11.03M,N/A
Netomi,Seed,$0.12M,03/24/2016,N/A,"Netomi is an AI platform for customer service that allows businesses to activate, manage, and train AI to automatically resolve tickets, enhance agent productivity, and provide customer experience. The company works with global retail, travel & hospitality, telecommunications, finance, and insurance companies, including WestJet, Nestle, and Singtel.",Internet Software & Services,United States,$47.00M,N/A
HistoWiz,Seed - II,$0.12M,03/24/2016,N/A,"HistoWiz provides global access to digital whole-slide images, online collaboration tools, low-cost data management, and experimental pathology expertise. The web-based platform accelerates information exchange among scientists, pathologists, and everyday people who are interested in learning more about a certain type of cancer.",Internet Software & Services,United States,$33.71M,N/A
Apollo,Seed,$0.12M,03/24/2016,N/A,"Apollow combines lead generation, sales communication, and analytics to help build more pipeline in minutes. Easily convert prospects with automatic A/B testing. Just enter multiple templates, and the platform will randomly distribute emails to help measure which one performs best.",Internet Software & Services,United States,$41.32M,N/A
TrendMD,Seed - II,$0.12M,03/25/2016,N/A,"TrendMD is a medical trending engine that instantly delivers personalized, high impact articles to doctors. With over 2,000 new publications added to PubMed daily, TrendMD uses social media metrics and algorithmic filters to identify the few must-read articles.",Internet Software & Services,Canada,$0.12M,N/A
Lattice,Seed,$0.12M,03/23/2016,N/A,"Lattice is a performance management solution for growing companies, aimed at increasing employee retention. Lattice's products are designed to help mid-market customers with goal OKR management, performance reviews, employee feedback and manager-employee conversations. The product covers the full breadth of a performance management cycle.",Internet Software & Services,United States,$154.32M,N/A
Mux,Seed,$0.12M,03/23/2016,N/A,"Mux provides a real-time performance monitoring and analytics platform for video streaming, which allows publishers to leverage data to improve on-demand and live video performance.",Internet Software & Services,United States,$173.92M,N/A
Pluot,Seed,$0.12M,03/23/2016,N/A,Pluot is big-screen video conferencing software and hardware aimed to be affordable for smaller companies.,Internet Software & Services,United States,$2.62M,N/A
Emburse,Seed,$0.12M,03/23/2016,N/A,"Emburse issues a corporate card that gives businesses more insight and control over corporate expenses. Emburse issues both physical cards and virtual cards that can be created instantly and used online. Emburse allows administrators to set granular spending controls, require receipt collection, and pre-categorize expenses - via web or API.On January 16th, 2020, Certify, Nexonia, and all subsidiaries merged under the Emburse brand.",Internet Software & Services,United States,$0.12M,N/A
"C
Copia",Seed,$0.12M,03/23/2016,N/A,"Copia uses technology to streamline the process of food donation and distribution, enabling companies to receive enhanced tax deductions and reduce disposal costs, while feeding those in need.",Internet Software & Services,United States,$0.13M,N/A
"S
Start Closing",Seed,$0.12M,03/23/2016,N/A,"The Start Closing platform allows contractors to maintain, manage and increase their productivity, all while increasing income and providing more stability. Start Closing also provides property owners, insurance companies and contractors the ability to work anywhere in the world efficiently.",Internet Software & Services,United States,$0.12M,N/A
"M
Monthli",Seed,$0.12M,03/23/2016,N/A,"Monthli is a homeowner's association management software. Its cloud based, online platform allows everyone involved in a community to be better informed and improve their property value.",Internet Software & Services,United States,$0.12M,N/A
"I
Index Group",Seed,$0.12M,03/23/2016,N/A,"Index created an algorithm that uses metadata in emails to put a percentage on a relationship. By analyzing email data, Index can see when new relationships form and how they grow and change. With this information, Index can show the user their best connection to anyone they want to meet while also helping them grow and nurture their network.",Internet Software & Services,United States,$0.12M,N/A
"I
Interstate Analytics",Seed,$0.12M,03/23/2016,N/A,"Interstate is a free marketing analytics and attribution platform. Interstate automatically pulls in the user's visit, conversion, and spend data across all channels and centralizes it in one easy to use dashboard.",Internet Software & Services,United States,$0.12M,N/A
NetBeez,Seed - II,$0.12M,03/23/2016,N/A,"NetBeez monitors an enterprise network from the end-user perspective, reporting key performance indicators of network and service quality. Network engineers and administrators use the NetBeez dashboard to quickly troubleshoot and fix network problems, reducing network downtime, and cutting costs.",Internet Software & Services,United States,$1.50M,N/A
"P
Podium",Seed,$0.12M,03/23/2016,N/A,"Podium helps businesses of all sizes collect and manage online reviews and customer feedback. The company's focus is on helping businesses better understand their customer and the experience they are providing through reviews on sites like Google and Facebook, as well as private customer feedback.",Internet Software & Services,United States,$422.22M,N/A
Compgun,Seed,$0.12M,03/23/2016,N/A,Compgun allows companies to calculate sales commissions in real time instead of waiting until the end of the month. The idea is that seeing the amount of commissions employees make periodically will drive sales performance.,Internet Software & Services,United States,$0.12M,N/A
Elucify,Seed,$0.12M,03/23/2016,N/A,Elucify has created software to add and fix contacts in customer relationship management systems. It does this by crawling public data and also allows customers to contribute data to the product.,Internet Software & Services,United States,$0.12M,N/A
Zenysis Technologies,Seed,$0.12M,03/24/2016,N/A,"OctaveWealth provides a transparent, full service 401(k) with no asset-based fees. The Company's technology provides third-party administration, record keeping, and investment management. Every 401(k) plan includes a series of investment portfolios that employees can invest in with a single click. Each portfolio is diversified across 50 global equities and fixed income markets, individually designed for an employee's risk tolerance, and built using the same quantitative investment process as the world's largest asset managers.",Internet Software & Services,United States,$0.12M,N/A
Plato,Seed,$0.12M,03/24/2016,N/A,"Plato, formerly Birdly, is a Slack bot for teams to fetch and share data from Intercom, Salesforce, Zendesk and Stripe. The firm matches tech managers to mentors who are highly experienced engineering leaders from top tech companies, to help resolve challenging management situations.",Internet Software & Services,United States,$3.85M,N/A
GitPrime,Seed,$0.12M,03/24/2016,N/A,GitPrime is a SaaS service that provides analysis and visualization of engineering productivity in order to improve developer output and ship software on time.,Internet Software & Services,United States,$12.25M,N/A
Cloud Insurance,Crowdfunding,$0.12M,03/27/2016,N/A,Cloud Insurance offers a globally scalable software platform for the insurance industry.,Internet Software & Services,Norway,$0.12M,N/A
"S
SimbaPay",Seed,$0.12M,04/05/2016,N/A,SimbaPay allows users to send money to family and friends' bank accounts or mobile wallets in Africa from abroad. Customers can also use the bill settlement technology to pay merchants in Africa.,Internet Software & Services,Kenya,$0.27M,N/A
Asoriba,Seed,$0.12M,04/05/2016,N/A,"Asoriba provides a mobile and web platform that allows church administrators to identify, understand, monitor and meet the needs of each church member specifically. Through the mobile application, church members can pay & monitor their tithes and financial contributions, give to the church, get event notifications, send prayer requests, and engage in group activities. Church administrators are able to track church progress in areas such as member engagement, attendance, events, finance, membership spiritual growth and more.",Internet Software & Services,Ghana,$0.12M,N/A
Social Lender,Seed,$0.12M,04/05/2016,N/A,"Social Lender is a lending solution based on social reputation on mobile, online and social communities. The solution is designed to bridge the gap of immediate fund access for people with limited access to formal credit. Social Lender helps financial institutions offer microcredit based on social reputation to individuals who are underbanked or have little or no access to formal credit.",Internet Software & Services,Nigeria,$0.12M,N/A
Tech4Farmers,Seed,$0.12M,04/05/2016,N/A,Tech4Farmers provides farmers with real-time access to market information through an electronic commodity exchange and electronic warehouse receipt system.,eCommerce,Uganda,$0.12M,N/A
BenBen,Seed,$0.12M,04/05/2016,N/A,"BenBen aims to improve government technology in Ghana, focusing on land and property management. BenBen is working with the government to create a Blockchain secured lands administration platform and mobile property payments system.",Internet Software & Services,Ghana,$0.12M,N/A
Deep 6 AI,Seed,$0.12M,04/04/2016,N/A,"Deep 6 AI finds patients for clinical trials in minutes rather than months. Using artificial intelligence and natural language processing on clinical data, Deep 6 AI's software accelerates patient recruitment exponentially, getting life-saving treatment to patients more quickly.",Internet Software & Services,United States,$17.85M,N/A
"G
Grace",Seed,$0.12M,04/05/2016,N/A,Grace is a technology-driven platform that provides end-of-life management solutions for both consumers and healthcare providers.,Internet Software & Services,United States,$2.12M,N/A
Harvey,Seed,$0.12M,04/05/2016,N/A,"Harvey, formerly HomeHero, focuses on providing virtual consultations with functional and naturopathic doctors, in-home lab testing and natural therapies to help optimize your health and wellness.",Internet Software & Services,United States,$22.47M,N/A
Silversheet,Seed,$0.12M,04/05/2016,N/A,"Silversheet is the developer of a healthcare administration software platform to transform the way medical facilities and practitioners collaborate and connect. The Silversheet intelligent credentialing platform saves time and money industry-wide by digitizing documents, automating primary source verifications, and reminding physicians when their credentials are coming due. The software requires no training to use, making it possible to onboard new physicians in just a few minutes and enabling facilities to quickly and easily manage physician credentials from any connected device.",Internet Software & Services,United States,$8.06M,N/A
"W
WELL Health",Seed,$0.12M,04/05/2016,N/A,"WELL is a secure communication platform that helps admins and care coordinators reach patients between visits across any channel, including text messaging, email, telephone, and live chat.",Internet Software & Services,United States,$46.67M,N/A
ZendyHealth,Seed - II,$0.12M,04/05/2016,N/A,"ZendyHealth is a digital health marketplace where patients can bid and pick their own price on standardized health and dental services to get quality, affordable care with top Providers.",Internet Software & Services,United States,$0.20M,N/A
Bitsbox,Seed - II,$0.12M,05/10/2016,N/A,"Bitsbox offers a way to teach kids how to program computers. The Bitsbox system has two halves. First, a website where kids as young as seven can program apps that run on real phones and tablets. Second, a monthly subscription box that arrives in the mail. Each month's box contains dozens of programming projects to keep kids engaged.",Internet Software & Services,United States,$4.75M,N/A
Cogent Education,Seed,$0.12M,05/10/2016,N/A,"Cogent Education develops unique software applications that engage learners through interactive worlds in which students learn about science through inquiry and problem-solving, and provide teachers with real time data on students critical thinking abilities.",Internet Software & Services,United States,$0.12M,N/A
CommonLit,Seed,$0.12M,05/10/2016,N/A,CommonLit is a free digital collection of fiction and nonfiction for classrooms that helps teachers find and plan engaging lessons and track student progress in reading.,Internet Software & Services,United States,$4.69M,N/A
TalkingPoints,Seed,$0.12M,05/10/2016,N/A,"TalkingPoints is a multilingual texting platform that connects teachers, families, and students. It provides a way for parents to be actively involved in their child's education and translates over 100 languages to remove communication barriers between families and teachers.",Internet Software & Services,United States,$0.12M,N/A
The Graide Network,Seed,$0.12M,05/10/2016,N/A,"The Graide Network is an online platform that connects middle and high school teachers with qualified teaching assistants to grade and provide feedback on student work.On March 24th, 2021, Marco Learning was acquired by The Graide Network. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$1.50M,N/A
Coub,Seed,$0.12M,05/25/2016,N/A,"Coub is a service for making short videos. With Coub's online video editor users can extract an up to ten second long excerpt from a file or online hosting service (YouTube, Vimeo) and add audio. Coub's video player loops the resulting composition and makes it easy to share on social networks, blogs, and other websites.",Internet Software & Services,Russian Federation,$3.62M,N/A
Ursulitas,Seed,$0.12M,05/27/2016,N/A,Ursulitas is an e-commerce startup that specializes in medium heel shoes for women.,eCommerce,Spain,$0.20M,N/A
Miso,Seed - II,$0.12M,06/06/2016,N/A,"Miso (미소), a home cleaning service in South Korea, allows customers to book next-day cleanings through its app and website.",eCommerce,South Korea,$11.32M,N/A
Acerta,Seed,$0.12M,06/08/2016,N/A,Acerta provides machine-assisted anomaly detection and root-cause analysis.,Internet Software & Services,Canada,$9.30M,N/A
Algocian,Seed,$0.12M,06/08/2016,N/A,Algocian delivers state-of-the-art video analytics for security and autonomous vehicles.,Internet Software & Services,Canada,$0.12M,N/A
OctaveWealth,Seed,$0.12M,06/08/2016,N/A,"Donut Media is a digital media company for millennial and Gen Z car enthusiasts.On November 9th, 2021, Donut Media was acquired by Recurrent. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$1.85M,N/A
Resertrip,Seed,$0.12M,06/08/2016,N/A,Resrtrip is a multimodal transportation booking platform in Latin America and Europe.,eCommerce,Spain,$0.12M,N/A
Voyhoy,Seed,$0.12M,06/08/2016,N/A,Voyhoy offers a multimodal transportation booking platform in Latin America and Europe.,eCommerce,United States,$0.58M,N/A
Contellio,Seed,$0.12M,06/15/2016,N/A,"Contellio takes existing content from companies and few days later return with presentations, animations, and infographics. Contellio turns blog posts into visuals 10x faster.",Internet Software & Services,United Kingdom,$0.12M,N/A
Lengoo,Seed,$0.12M,06/15/2016,N/A,"lengoo is an AI-first language tech company providing enterprise-grade translations in over 400 language combinations. The full-service offering of lengoo combines an automated language ordering and managing platform with custom-trained machine translation engines, and post-editing by expert linguists.",Internet Software & Services,Germany,$26.70M,N/A
Goedle,Seed,$0.12M,06/15/2016,N/A,Goedle provides AI driven marketing automation for increased engagement. The company's B2B service predicts user churn in freemium apps and utilizes this information to retain users by means of re-targeting.,Internet Software & Services,Germany,$0.12M,N/A
Sixfold,Seed,$0.12M,06/15/2016,N/A,"Sixfold, formerly Palleter, is a Tallinn, Estonia-based telematics aggregator and predictive shipping marketplace startup - founded in 2015 by early Skype employees and startup veterans. Palleter was tackling rampant inefficiency of the logistics industry from a novel angle - bringing fleets of trucks online, tracking them and predicting their future routes based on analysing this data -and then providing real-time knowledge of potential carriers between any two locations in Europe to the shippers on the platform.",Internet Software & Services,Estonia,$0.12M,N/A
Mobiag,Seed,$0.12M,06/15/2016,N/A,Mobiag develops and markets operations management software for carsharing companies on a full SaaS basis. Mobiag connects car fleets to end-users through a global partner network.,Internet Software & Services,Portugal,$0.18M,N/A
Raklet,Seed,$0.12M,06/15/2016,N/A,"Raklet provides a CRM and money collection tool for nonprofits and associations. Raklet keeps contact databases up-to-date, collect fees and donations, stay in touch with email and sms, and organize fantastic events. All from one place.",Internet Software & Services,United States,$0.12M,N/A
Kisura,Seed,$0.12M,06/15/2016,N/A,Kisura is a personal styling platform for women.,eCommerce,Germany,$1.21M,N/A
AddStructure,Seed,$0.12M,06/15/2016,N/A,"AddStructure helps retailers offer a white-labeled natural language understanding (NLU) platform that Retailers and Brands can use to enable conversational commerce channels. Each day, millions of consumers interact with AddStructure's products: Signal Search, Path, and Scaffold. Applications of the technology ranges from review summarization (distilling thousands of reviews of a product into digestible pros and cons) to a complete conversational commerce system (chatting with an intelligent digital assistant to find and purchase products).",Internet Software & Services,United States,$1.57M,N/A
Blueprint Registry,Seed,$0.12M,06/15/2016,N/A,Blueprint Registry is a life-event driven marketplace based on your home's blueprint – shop or register for products from a variety of retailers in one native platform.,eCommerce,United States,$1.57M,N/A
ItsByU,Seed,$0.12M,06/15/2016,N/A,"It'sByU is a platform that combines digital goods and floral supplies in one kit so that anyone can have a fun and successful flower arranging experience at home and save up to 80% off of what a florist would charge. The platform bundles together physical and digital goods, video, and, soon, an instructional augmented reality app and SMS messaging. Its kits contain all the flowers, tools, containers, and streaming online lessons needed to make professional-looking flower arrangements at home. Kits are delivered right to our customers' doors as monthly subscriptions or one-off purchases.",eCommerce,United States,$0.82M,N/A
"M
MakersKit",Seed - II,$0.12M,06/15/2016,N/A,MakersKit is a completely interactive media based experience that gives everyone a shot at joining the maker movement. The company is doing this by pairing practical do-­it-yourself kits with entertaining instructional videos. Makerskit products are currently being sold in Nordstrom and Urban Outfitters,eCommerce,United States,$1.74M,N/A
"S
Spruce",Seed,$0.12M,06/15/2016,N/A,"Spruce is a high tech, high touch, head-to-toe, online men’s boutique based in Denver, CO. It is connecting the offline and online worlds to create a client experience unlike anything before it.",eCommerce,United States,$0.17M,N/A
SimpleCitizen,Seed - II,$0.12M,06/20/2016,N/A,"SimpleCitizen is an online do-it-themselves tool for immigrants who need to file for a green card or other basic immigration documentation.On September 23rd, 2020, SimpleCitizen was acquired by Fragomen, terms of the transaction were not disclosed.",Internet Software & Services,United States,$7.34M,N/A
"B
Bright",Seed,$0.12M,06/28/2016,N/A,"Bright.io is a tool that helps SaaS companies increase profitability by instantly reporting the metrics that matter, enabling to drive better results.",Internet Software & Services,United States,$0.12M,N/A
Brightwork,Seed,$0.12M,06/28/2016,N/A,"Brightwork is a developer tool that makes APIs easier to use by enabling them to be hot swappable, requiring no coding or re-deployment of code when switching external services.",Internet Software & Services,United States,$0.12M,N/A
"C
CompleteSet",Seed,$0.12M,06/28/2016,N/A,"CompleteSet helps collectors track, buy and sell collectibles. The interactive site matches items from sellers to collectors who want to acquire them, be it antique toys, vintage clothing or modern memorabilia.",eCommerce,United States,$1.55M,N/A
