Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"O
Orgnostic",Seed VC,$0.90M,09/28/2020,N/A,Orgnostic is a human capital analytics platform for startups enabling leaders across the globe to build better businesses with the help of organizational data and expertise.,Internet Software & Services,"Serbia, Republic of",$6.79M,N/A
"B
Bagallery",Seed VC,$0.90M,11/05/2020,N/A,Bagallery is an eCommerce startup based in Pakistan that focuses on beauty and fashion products.,eCommerce,Pakistan,$0.90M,N/A
"G
GRC Watch",Series A,$0.90M,12/22/2020,N/A,"GRC Watch has developed a software platform that enables fund managers, distributors and intermediaries to conduct due diligence on each other.",Internet Software & Services,Sweden,$1.03M,N/A
"M
MediCheck",Series B,$0.90M,09/11/2020,N/A,"MediCheck provides people with a shortcut to medical specialists, making better use of society's medical knowledge and delivering it to more people in need. Customers get online medical advice based on their individual preferences and requirements, using video calls and messaging on their phones, tablets and computers.",Internet Software & Services,Sweden,$7.58M,N/A
"T
Tsunagu.AI",Seed VC - III,$0.90M,12/03/2020,N/A,Tsunagu.AI provides artificial intelligence development and human-centered UX design process to support the launch of AI services. The company's FRONT- END.AI is an AI service that combines multiple Deep Learning models independently and learned specialized in front end development.,Internet Software & Services,Japan,$0.90M,N/A
"T
Tenacious Entertainment",Series A - II,$0.89M,02/06/2020,N/A,Tenacious Entertainment makes a competitive arena combat game with exciting moment-to-moment gameplay and deep character investment.,Internet Software & Services,United States,$4.44M,N/A
"V
Vården.se",Seed VC,$0.89M,07/19/2020,N/A,"Vården.se is a digital healthcare search portal that allows users to find, compare and book appointments with healthcare providers.",Internet Software & Services,Sweden,$6.69M,N/A
"A
Agoral RE",Seed VC,$0.89M,10/12/2020,N/A,Agora offers real estate syndication with an advanced real estate CRM and investor portal. It provides investors with a comprehensive dashboard that organizes an investor’s portfolio all onto one platform.,Internet Software & Services,United States,$9.89M,N/A
"P
Proppos",Seed VC,$0.89M,11/13/2020,N/A,Proppos FastPay is an intelligent and autonomous self-checkout powered by computer vision and deep learning algorithms.,Internet Software & Services,Spain,$0.89M,N/A
"R
RealtyPlanet",Seed VC,$0.89M,12/09/2020,N/A,RealtyPlanet is a comprehensive real estate information platform that provides information on real estate transactions.,Internet Software & Services,South Korea,$0.89M,N/A
"L
Lumiant",Angel,$0.89M,12/31/2020,N/A,Lumiant is a values-based advice service delivered via a SaaS solution that helps financial advisers identify what really matters to their clients. It then helps advisers shape strategies to realize their clients' priorities and goals and drives behavioural change for living an extraordinary life.,Internet Software & Services,Australia,$0.89M,N/A
"K
KLezCar",Series A,$0.88M,03/13/2020,N/A,KLezCar is a car rental and travel tour company in Malaysia.,eCommerce,Malaysia,$0.88M,N/A
"P
peaq",Angel,$0.88M,10/19/2020,N/A,peaq is an end-to-end blockchain-as-a-service company developing blockchain-powered innovation and transaction platform infrastructure for the IoT.,Internet Software & Services,Germany,$3.93M,N/A
"D
Denebunu",Series A,$0.88M,12/29/2020,N/A,"Denebunu Information Technologies Advertising Services Marketing Industry and Trade (""Denebunu"") is an online service that allows consumers to try out products before purchasing them. The service sends customers personalized boxes of products based on their interests, and the customer has one month to decide what, if anything, they want to keep.",eCommerce,Turkey,$1.30M,N/A
"O
Ogram",Seed VC,$0.87M,05/18/2020,N/A,Ogram is a platform to enable demand and supply matching for part-time on-location work.,Internet Software & Services,United Arab Emirates,$0.87M,N/A
Buzz Points,Series E,$0.87M,11/12/2020,N/A,"Buzz Points, formerly Fisoc, is the creator of the Buzz Points loyalty product suite, which connects consumers, local merchants and community financial institutions through social-media engagement, targeted marketing, and rewards. The Buzz Points Program enables credit unions and community banks to generate greater non-interest income, increase transactions, reduce account attrition, drive new loans and attract new customers. The Buzz Points Merchant Program provides additional revenue to financial institutions, increases existing consumer loyalty, and supports local businesses by increasing their market reach and attracting new customers.",Internet Software & Services,United States,$40.38M,N/A
"S
Schola",Seed VC,$0.87M,12/09/2020,N/A,Schola is an online platform that helps choose the very best school for children based on specific needs and interests.,Internet Software & Services,United States,$3.72M,N/A
"H
HBsmith.io",Seed VC - II,$0.87M,10/12/2020,N/A,"HBsmith.io provides cloud-based, AI-enabled QA test automation solutions.",Internet Software & Services,South Korea,$1.84M,N/A
"M
melixir",Seed VC,$0.87M,10/15/2020,N/A,melixir is a South Korea-based organic & vegan skincare brand.,eCommerce,South Korea,$0.87M,N/A
"C
ChainLogis",Seed VC,$0.86M,01/02/2020,N/A,ChainLogis is an urban logistics company that offers a same-day delivery service for the Seoul metropolitan area.,Internet Software & Services,South Korea,$1.83M,N/A
"P
Pigijo",IPO,$0.86M,01/07/2020,N/A,Pigijo (IDX: PGJO )offers a marketplace for tourism-related services and products. It also enables travelers to find and determine their own itinerary for the trip.,Internet Software & Services,Indonesia,,N/A
"M
Masterbox",Seed VC,$0.86M,03/12/2020,N/A,Masterbox sells handcrafted gift boxes filled with local artists' crafts.,eCommerce,France,$0.86M,N/A
"R
Rology",Angel - II,$0.86M,09/14/2020,N/A,Rology is a teleradiology platform solving the problem of radiologists shortage and high latency in medical reports through matching cases from hospitals from all over the world with the optimum radiologist remotely and instantly.,Internet Software & Services,Egypt,$0.86M,N/A
"T
The Clear Health Program",Seed VC,$0.85M,02/25/2020,N/A,"The Clear Health Program a personalized nutrition program that helps users choose foods that increase their energy, manage their weight, and promote long term health.",Internet Software & Services,Netherlands,$0.92M,N/A
"Y
Yunxi Technology",Seed,$0.85M,02/28/2020,N/A,Yunxi Technology provides adaptive cloud security management solutions in China.,Internet Software & Services,China,$0.85M,N/A
"C
Clout",Seed,$0.85M,03/30/2020,N/A,"Clout is a growth marketing fintech platform that leverages AI powered-content activated on digital and social media to enhance outcomes for investors, their advisors, and asset managers.",Internet Software & Services,United States,$0.85M,N/A
"B
Burning Sky Online School",Angel,$0.85M,04/09/2020,N/A,Burning Sky Online School provides K12 online educations via live streaming.,Internet Software & Services,China,$0.85M,N/A
"E
Expetitle",Seed VC,$0.85M,07/30/2020,N/A,"Expetitle is a Florida statewide title company that aims to help make more money for brokerages, save time for realtors, and provide a better experience to end-buyers and sellers.",Internet Software & Services,United States,$3.15M,N/A
"P
Pave",Pre-Seed,$0.85M,03/01/2020,N/A,"Pave develops a suite of compensation tools that help companies, primarily startups, plan and communicate total compensation.",Internet Software & Services,United States,$62.98M,N/A
"G
GoMyCode",Seed VC,$0.85M,10/06/2020,N/A,GoMyCode provides high-end computer Science Education with a unique learning experience that leaves lasting impressions and positively impacts students’ lives.,Internet Software & Services,Tunisia,$0.85M,N/A
"D
DressYouCan",Angel,$0.85M,10/27/2020,N/A,DressYouCan is an Italian online retailer for women's clothing.,eCommerce,Italy,$0.85M,N/A
"S
Stack",Seed VC,$0.85M,12/14/2020,N/A,Stack is a smart browser plugin for desktops that increase productivity.,Internet Software & Services,Netherlands,$0.85M,N/A
"G
Guardhouse",Seed,$0.85M,03/09/2020,N/A,"Guardhouse provides unique features such as incident reports, welfare checks and a tour and patrols functionality.",Internet Software & Services,Australia,$0.85M,N/A
"P
Pickawood",Angel,$0.84M,05/01/2020,N/A,"Pickawood provides an online store for made-to-measure furniture. The firm produces furniture from solid wood as well as MDF, multiplex, and chipboard.",eCommerce,Germany,$0.84M,N/A
"M
Manabi-aid",Seed VC - II,$0.84M,05/01/2020,N/A,Manabi-aid is an online learning platform that offers video lectures.,Internet Software & Services,Japan,$1.56M,N/A
"N
NABU Studio",Seed VC - II,$0.84M,08/04/2020,N/A,"NABU Studio develops and operates Sportsplex, a blockchain-based fantasy sports platform covering popular leagues such as MLB, NFL, NBA, and NHL.",Internet Software & Services,South Korea,$1.30M,N/A
"S
Spiderlab",Seed VC,$0.84M,08/20/2020,N/A,"Spiderlab develops and operates WOODO, a community-based non-face-to-face book-sharing service that allows users to lend and rent books from each other's personal libraries.",eCommerce,South Korea,$1.34M,N/A
"C
Cooperlink",Seed,$0.84M,09/01/2020,N/A,Cooperlink is a collaborative hub that creates smart bridges between the tools of B2B partners to facilitate common projects.,Internet Software & Services,Belgium,$0.84M,N/A
"P
Place2Swap",Angel,$0.83M,01/10/2020,N/A,"Place2Swap offers brands to integrate the second-hand market into their business model and turn it into a new source of revenue. To achieve this, the platform delivers comprehensive support (auditing, personalization, operational monitoring, reporting, customer service and secure hosting).",eCommerce,France,$0.83M,N/A
"T
TeachKloud",Seed VC,$0.83M,01/13/2020,N/A,"TeachKloud is a cloud-based platform accessible using Internet browsers from any location, which enables educators to streamline all aspects related to managing their business, comply with regulations and communicate with parents.",Internet Software & Services,Ireland,$0.83M,N/A
"R
RaRa Delivery",Seed VC,$0.83M,04/06/2020,N/A,RaRa Delivery is a last-mile delivery service for eCommerce businesses that makes it easier to provide same-day delivery services.,Internet Software & Services,Indonesia,$5.08M,N/A
"3
3S Money Club",Series A,$0.83M,04/30/2020,N/A,3S Money Club provides cross-border merchants of all sizes with reliable and cost-effective payment solutions by fusing an old-style merchant banking client relationship model with financial technology.,Internet Software & Services,United Kingdom,$5.63M,N/A
"S
Staff Circle",Seed VC - II,$0.83M,05/05/2020,N/A,"Staff Circle provides a platform that allows clients to improve communication and feedback between employees in different locations, providing them with access to training, tasks, and contacts within the company.",Internet Software & Services,United Kingdom,$2.53M,N/A
"Y
yolda",Seed VC,$0.83M,05/26/2020,N/A,yolda is a digital logistics operator that provides a marketplace service that offers partial shipment services to businesses through automating transportation processes and digitizing logistics operations.,Internet Software & Services,Turkey,$2.73M,N/A
"D
Deeping Source",Series A - II,$0.83M,07/23/2020,N/A,"Deeping Source is a data market for AI and relevant domains. The platform aims to collect, generate, and provide safe-to-use data, developing data anonymization technology that enables secure and transparent data collection and sharing.",eCommerce,South Korea,$6.07M,N/A
Thuzio,Angel - II,$0.83M,04/30/2020,N/A,"Thuzio provides an online platform that connects the public with athletes who have achieved the highest levels of excellence in their profession. Thuzio provides a wide variety of experiences including coaching, social dinners and lunches, game watch and analysis, corporate speaking, client entertaining and events, celebrations including birthday parties and Bar Mitzvah's, flag football, golf outings, and charity event hosting and auction items. It is based in New York.On November 23, 2021, Thuzio was acquired by Triller. The terms of the transaction were not disclosed.",eCommerce,United States,$19.31M,N/A
"P
PenTech",Seed VC,$0.83M,09/08/2020,N/A,PénTech is a fintech company focused on invoice financing for SMEs.,Internet Software & Services,Hungary,$0.83M,N/A
"A
Aspireship",Seed VC - II,$0.83M,10/13/2020,N/A,Aspireship offers online career training and hiring help to millennials seeking high-paying SaaS sales and marketing jobs.,Internet Software & Services,United States,$2.23M,N/A
"W
Wecity",Crowdfunding,$0.83M,11/05/2020,N/A,Wecity is a Spain-based equity crowdfunding platform.,Internet Software & Services,Spain,$0.83M,N/A
"A
Aura Banking Cloud",Seed VC,$0.83M,12/16/2020,N/A,"Aura Banking Cloud is focused on providing financial institutions with the power to be agile. Aura Cloud provides users with the agility to meet fast-changing market needs while they focus on their business growth. It powers customers with the next generation banking platform, providing product enhancements and maintaining regulatory compliance automatically to all customers.",Internet Software & Services,Sweden,$0.83M,N/A
"D
Dataknows",Seed VC,$0.82M,06/04/2020,N/A,"Dataknows is an AI company that develops and operates RICHGO, an integrated analytics platform that enables investors to compare and analyze real estate and economic data.",Internet Software & Services,South Korea,$0.82M,N/A
"S
Starmony",Seed VC,$0.82M,06/05/2020,N/A,Starmony is a mobile music creation app. Users sing or rap into the phone and then the app analyzes their voice and adds music to it.,Internet Software & Services,Sweden,$4.25M,N/A
EZ Lab,Angel,$0.82M,06/28/2020,N/A,"EZ Lab develops software solutions with a specific focus on agribusiness, and more specifically, in the area of environmental impact reduction, through the optimization of pesticides use. Its projects include Smart AgriFood, AgriOpenData, and Diario di Campagna.",Internet Software & Services,Italy,$0.87M,N/A
"E
Examis",Angel,$0.82M,08/11/2020,N/A,Examis prepares students the Unified State Exam through an online platform.,Internet Software & Services,Russian Federation,$0.82M,N/A
"F
Fruitful Day",Angel,$0.82M,11/19/2020,N/A,Fruitful Day is a fresh fruit delivery service.,eCommerce,United Arab Emirates,$0.82M,N/A
"T
Teacher Booker",Angel,$0.81M,04/09/2020,N/A,Teacher Booker is an online platform that connects teachers and schools to enable the hiring and placement of new teachers.,Internet Software & Services,United Kingdom,$0.81M,N/A
"S
Sertifier",Seed VC,$0.81M,08/26/2020,N/A,"Sertifier is a big data company that focuses on creating the necessary tools to collect skill-oriented education data in one place. By doing so, the company organizes feedback and analytics using AI-powered algorithms.",Internet Software & Services,United States,$1.31M,N/A
"E
Elate",Seed VC - II,$0.81M,08/28/2020,N/A,Elate serves as a timeline for optimizing business outcomes through data-driven OKRs.,Internet Software & Services,United States,$1.34M,N/A
"S
SignalX",Seed VC - II,$0.81M,11/23/2020,N/A,SignalX offers an NLP tool that performs enhanced due diligence and risk monitoring on any entity.,Internet Software & Services,India,$1.56M,N/A
"T
Tailored Care Enterprises",Seed - III,$0.80M,01/10/2020,N/A,"Tailored Care Enterprises is the creator of TCARE (Tailored Caregiver Assessment & Referral), which is a cloud-based, comprehensive care management system for care professionals (social workers, nurses, discharge planners, etc) that supports the unpaid family caregiver. TCARE includes standardized assessments, decision algorithms, care planning tools and community resource database links.",Internet Software & Services,United States,$4.59M,N/A
"J
Juked",Pre-Seed,$0.80M,02/12/2020,N/A,"Juked aggregates information on esports games, including live streams, player profiles, scores and calendars.",Internet Software & Services,United States,$2.02M,N/A
"O
OmniChat",Seed VC - II,$0.80M,03/10/2020,N/A,"Omnichat specializes in cross-platform marketing, including tracking customer browsing behavior, providing automatic shopping guides, and retargeting, among others. It also offers a customer service system that integrates with ecommerce websites, Line, Facebook Messenger, and WhatsApp.",Internet Software & Services,Brazil,$4.78M,N/A
"H
hobbyful",Seed VC - II,$0.80M,03/16/2020,N/A,"hobbyful is an online learning platform for hobbyists, offering classes for activities such as embroidery, watercolor painting, weaving, leather crafts, and more.",Internet Software & Services,South Korea,$0.97M,N/A
"F
Feedtrail",Seed VC - III,$0.80M,04/09/2020,N/A,"Feedtrail is a feedback platform to help healthcare providers to hear and understand individual patient's preferences and concerns in real-time. Feedtrail is a HIPAA compliant, patient satisfaction software as service that fits within the bounds of CMS-mandated CAHPS protocols.",Internet Software & Services,United States,$2.46M,N/A
Biryani By Kilo,Series A - II,$0.80M,04/30/2020,N/A,"Biryani By Kilo (BBK) delivers the authentic taste of Kuchi and Pukki biryani prepared in individual earthen Handis with the freshest ingredients, right to the customer's doorstep.",eCommerce,India,$42.23M,N/A
"V
Velocorner.ch",Angel,$0.80M,05/29/2020,N/A,"Velocorner.ch provides a marketplace for bicycles, e-bikes, and biking equipment.",eCommerce,Switzerland,$0.80M,N/A
"H
Humanly",Seed VC,$0.80M,06/23/2020,N/A,"Humanly handles human resources tasks such as onboarding, employee human resource inquiries, and interactions throughout the full employee lifecycle. It primarily serves large enterprises.",Internet Software & Services,United States,$6.25M,N/A
"F
Felix",Seed - II,$0.80M,07/01/2020,N/A,Felix is an insurance e-commerce and automation platform for insurance brokers. Felix allows brokers to sell motor insurance by automating processes and leveraging the internet for sales and distribution.,Internet Software & Services,United Arab Emirates,$0.92M,N/A
"E
Eterneva",Seed,$0.80M,07/17/2020,N/A,"Eterneva is an Austin, Texas-based startup that turns cremated ashes of pets and loved ones into diamonds.",eCommerce,United States,$20.85M,N/A
"C
Conektr",Pre-Seed,$0.80M,08/06/2020,N/A,Conektr is a digital platform that bridges the gap between brands and end consumers by re-engineering value chains.,Internet Software & Services,United Arab Emirates,$0.80M,N/A
"B
Blanket",Seed VC,$0.80M,08/18/2020,N/A,Blanket is a work management platform designed and built for multi-unit restaurant operators.,Internet Software & Services,United States,$0.80M,N/A
Vozy,Seed,$0.80M,09/23/2020,N/A,"Vozy is a voice communication platform helping businesses and customers to engage in productive conversations. Vozy combines voice technology, artificial intelligence, and human understanding to connect employees, automate communication, and create personalized customer experiences at scale.",Internet Software & Services,United States,$0.84M,N/A
"C
ClientJoy",Seed VC,$0.80M,11/09/2020,N/A,ClientJoy is a cloud-based visual collaboration platform and communication tool for task and project management for enterprises and teams.,Internet Software & Services,India,$1.06M,N/A
"E
Euler XYZ",Seed VC,$0.80M,12/17/2020,N/A,Euler XYZ is a permissionless lending protocol founded by an Oxford researcher.,Internet Software & Services,United Kingdom,$8.80M,N/A
"G
goPassport",Angel,$0.80M,12/31/2020,N/A,"goPassport provides an end-to-end risk management platform for international border travel. It enables the decision-making of low-risk travel through real-time guidance, monitor, and alerts.",Internet Software & Services,Australia,$0.80M,N/A
"T
Tamara",Pre-Seed,$0.80M,04/01/2020,N/A,Tamara provides a buy now pay later solution for customers to pay with no fees with the ability to defer payments up to 30 days or pay in 3 installments.,Internet Software & Services,Saudi Arabia,$116.80M,N/A
"K
KnowHows",Seed,$0.79M,03/18/2020,N/A,"KnowHows is a knowledge-sharing and Q&A platform that allows users to have business consultations with lawyers, tax accountants, CPAs, M&A advisors, and other business professionals. In addition to business consultations, the platform also offers stock price calculation tools, agreement templates, and more.",Internet Software & Services,Japan,$0.79M,N/A
SIMPLENIGHT,Series A,$0.79M,02/07/2020,N/A,"SIMPLENIGHT is a B2B2C global distribution platform for in-destination experiences such as tours, activities, dining, shows, events, attractions, transportation, nightlife, hotels and more.",Internet Software & Services,United States,$0.79M,N/A
"G
GUVI",Seed VC - II,$0.79M,04/23/2020,N/A,"GUVI offers gamified video courses with points, badges, and rewards to encourage the user to learn coding.",Internet Software & Services,India,$0.94M,N/A
"M
Moomin Language School",Seed VC,$0.79M,06/09/2020,N/A,Moomin Language School provides story-based digital language learning content for children aged between 3 and 10 years.,Internet Software & Services,Finland,$0.79M,N/A
"N
Neocom.ai",Angel,$0.79M,12/10/2020,N/A,Neocom.ai has developed an AI-supported add-on for online retailers that take consumers by the hand when shopping in online shops and helps them to find the right products.,eCommerce,Germany,$0.79M,N/A
"F
FifthDomain",Seed,$0.78M,02/16/2020,N/A,"FifthDomain is a Canberra-based startup delivering cyber education and training solutions for the education, government and corporate sectors. Its cloud-based delivery and simulation platform makes cybersecurity training accessible and realistic. This lab environment provides easy to create and deploy labs that don't need special hardware or software.",Internet Software & Services,Australia,$0.78M,N/A
"E
Epicbase",Seed VC,$0.78M,03/12/2020,N/A,"Epicbase develops and operates SmartShoki, an AI-based automatic voice transcription service based on voice recognition technology. Users can convert speech collected from a microphone into text, edit the speech-recognized text in real-time, and share the text in the cloud.",Internet Software & Services,Japan,$0.78M,N/A
"L
Log my Care",Seed,$0.78M,08/07/2020,N/A,"Log my Care offers software to digitize care homes, save them valuable time, and make use of all their health data.",Internet Software & Services,United Kingdom,$0.78M,N/A
"M
Movewise",Seed VC - II,$0.78M,08/17/2020,N/A,"Movewise manages property sales for professional vendors. It identifies the best agents with technology and delivers a sales process tailored to the property. The agents deliver the marketing, buyers, and viewings, while Movewise provides independent advice, multi-agent process management, and sales progression closing transactions rapidly. The company is powered by a deep technology stack allowing it to operate at scale and provide multi-agent service anywhere in the UK with an agent for a sole agency fee.",Internet Software & Services,United Kingdom,$1.37M,N/A
"W
Wedge",Seed - II,$0.77M,07/01/2020,N/A,"Wedge is a web-based one-way video interview tool designed to help filter the hiring process in order to increase the quality of hire, save the time of HR departments, and cut the cost of hiring.",Internet Software & Services,United States,$2.60M,N/A
"A
Amigo Edu",Angel,$0.77M,10/30/2020,N/A,"Amigo Edu is an education channel that offers integrated benefits to finance and digital fundraising. Students can take the entrance exam, choose the university, open a digital account, and enjoy a series of benefits in the benefits club.On September 29th, 2021, Amigo Edu was acquired by Pravaler. Terms of the transaction were not disclosed.",Internet Software & Services,Brazil,$0.77M,N/A
"N
Nanljujing",Angel,$0.77M,11/11/2020,N/A,Nanliujing Technology is a digital cloud classroom technology provider dedicated to the research and development of university data and application integration software products.,Internet Software & Services,China,$0.77M,N/A
Aragon,Angel,$0.76M,02/19/2020,N/A,"Aragon is developing a decentralized enterprise management platform that allows users to manage entire organizations using the blockchain. This makes Aragon organizations more efficient than their traditional counterparties. Aragon offers basic company management features such as governance, payroll, accounting, cap table management, fundraising, and more.",Internet Software & Services,Spain,$25.76M,N/A
"R
Route42",Seed VC - II,$0.76M,04/21/2020,N/A,Route42 offers a business intelligence platform for trucking fleets. It helps the clients monitor and analyzes their fleets to enhance their performances and increase their operating margins.,Internet Software & Services,Netherlands,$0.87M,N/A
"D
DirectFood.store",Angel,$0.76M,09/11/2020,N/A,"DirectFood.store is a project led by Wisebox Solutions that connects farmers directly with consumers, restaurants, and charities.",eCommerce,Canada,$0.76M,N/A
"O
Olive",Seed VC,$0.76M,09/28/2020,N/A,The Olive platform automates the process of business analysis allowing companies to make informed decisions.,Internet Software & Services,Canada,$0.88M,N/A
"C
Course Studio",Seed,$0.76M,09/29/2020,N/A,"Course Studio is an e-learning studio to help entrepreneurs and organizations design, launch and scale online learning experiences that deliver impact for students.",Internet Software & Services,Canada,$0.76M,N/A
Intelocate,Seed,$0.76M,11/19/2020,N/A,"Intelocate is a cloud­ based system and mobile app where retailers configure a network of brand, vendor and sales associates to optimize execution in the retail channel. The company simplifies the tasks of communications between the head office, brands and stores, keeping people current on what the store should look like and how new props and products should be featured, and confirms that the stores are executing as planned. Intelocate optimizes brand promotion, employee engagement, and customer experience in retail.",Internet Software & Services,Canada,$0.86M,N/A
"I
InkBlot Therapy",Seed VC,$0.75M,01/23/2020,N/A,"Inkblot offers a confidential online video solution for mental health counseling. The product uses advanced technologies for intelligent therapist matching, effectiveness monitoring, and maximizing the human connection between care providers and clients.On March 9th, 2021, InkBlot Therapy was acquired by Green Shield Canada. The terms of the transaction were not disclosed.",Internet Software & Services,Canada,$1.37M,N/A
"K
Kyarlay",Seed,$0.75M,03/26/2020,N/A,Kyarla sells baby products and operates a platform for parents to learn health and parenting tips and engage in discussion with other parents.,eCommerce,Myanmar,$0.75M,N/A
"S
Savology",Angel,$0.75M,04/02/2020,N/A,Savology provides free financial planning services to families and individuals.,Internet Software & Services,United States,$1.15M,N/A
"S
Spetz",Pre-Seed,$0.75M,03/01/2020,N/A,"Spetz provides pre-screening and feedback services for HR professionals via an online platform.On January 5th, 2021, Spetz was acquired by Paradox at a valuation of $5M.",Internet Software & Services,Israel,$0.75M,N/A
"A
any.inc",Seed VC - II,$0.75M,04/02/2020,N/A,"any.inc is a software company providing Qast, an intracompany knowledge-sharing SaaS which enables its users to store and search their internal information by its Q&A-style and memo-style UI and features.",Internet Software & Services,Japan,$2.10M,N/A
"T
Taxdown",Seed VC,$0.75M,04/23/2020,N/A,Taxdown is a technological platform that allows taxpayers to process their taxes from their computers and mobile devices.,Internet Software & Services,Spain,$3.83M,N/A
"L
Linc",Seed VC - II,$0.75M,04/27/2020,N/A,Linc provides online educational services for international students who wish to study abroad in Japan.,Internet Software & Services,Japan,$1.69M,N/A
"W
Wired Relations",Angel,$0.75M,05/24/2020,N/A,"Wired Relations is a Danish SaaS tech company, changing privacy and security management with automation. Wired Relations is a user-friendly privacy and security management platform trusted by large enterprises and SME’s to comply with global regulations like GDPR, CCPA and other privacy frameworks.",Internet Software & Services,Denmark,$0.75M,N/A
"A
All Ears",Series B,$0.75M,06/04/2020,N/A,All Ears is a monitoring service aimed at the world of spoken media with several brands already using the service. It transcribes audio and video shows and delivers a personalized report about companies.,Internet Software & Services,Sweden,$1.32M,N/A
"I
Itemscout",Seed VC,$0.75M,06/08/2020,N/A,"Itemscout is a smart sales analysis tool that assists online sellers with item selection, market analysis, and search engine optimization (SEO). Itemscout provides information on category search, keyword analysis, and ranking tracking to help online sellers decide which items to sell.",Internet Software & Services,South Korea,$0.75M,N/A
"W
Walty",Seed,$0.75M,06/16/2020,N/A,Walty is a mortgage processing website that predicts user credit scores and compares it to thousands of other individuals who share a similar financial profile for optimal quoting.,Internet Software & Services,Israel,$0.75M,N/A
"V
Verimos",Angel,$0.75M,07/07/2020,N/A,Verimos offers a platform to assess and support the health and well-being of the non-desk workforce.,Internet Software & Services,United States,$0.75M,N/A
"Y
YourMeds",Seed VC,$0.75M,07/09/2020,N/A,YOURmeds is a smart medication management system supporting people to take the right medication at the right time.,Internet Software & Services,United Kingdom,$0.75M,N/A
"K
KiZUKAI",Seed VC,$0.75M,07/13/2020,N/A,"KiZUKAI develops and operates AI-based tools that enable subscription providers to improve LTV/churn rates. The company also operates CXLab, a media platform related to customer experience.",Internet Software & Services,Japan,$0.75M,N/A
"S
Soffos",Pre-Seed,$0.75M,08/05/2020,N/A,"Soffos creates an AI-driven KnowledgeBot for seamless workplace learning and development. The natural language spoken, conversational Q&A, ensures approved knowledge transfer with accurate, succinct, approved answers to employees’ questions anytime, anywhere.",Internet Software & Services,United States,$0.75M,N/A
"C
ClearPrice Networks",Seed,$0.75M,08/26/2020,N/A,"ClearPrice Networks is a healthcare IT and specialty network company created to connect Payers and Providers Directly, Transparently, and Electronically. The company has negotiated direct contracts with national, regional, and local DMEPOS and HME providers that provide significant discounts to Payers of health benefits. Its contracts allow Payers to pay Healthcare providers directly and transparently, at rates well below re-billing vendors.",Internet Software & Services,United States,$0.75M,N/A
"M
Market Pulse Technologies",Angel,$0.75M,09/10/2020,N/A,Market Pulse Technologies offers a platform for authorized MCX real-time data and market intelligence.,Internet Software & Services,India,$0.75M,N/A
"S
SignalX",Seed VC,$0.75M,09/14/2020,N/A,SignalX offers an NLP tool that performs enhanced due diligence and risk monitoring on any entity.,Internet Software & Services,India,$1.56M,N/A
"S
Symba",Seed VC,$0.75M,10/26/2020,N/A,Symba is an all-in-one enterprise internship management platform that helps companies manage their short term workforce and prepare for the next generation of workers.,Internet Software & Services,United States,$2.76M,N/A
"C
Clockster",Seed VC - II,$0.75M,12/01/2020,N/A,Clockster provides a cloud-based time and attendance solution.,Internet Software & Services,Singapore,$0.75M,N/A
"T
TagMango",Seed VC,$0.75M,12/04/2020,N/A,TagMango is an online marketplace that allows Indian celebrities to create short video content for their fans. Fans can request a personalized video message and gift them to friends.,eCommerce,India,$0.90M,N/A
"E
Ethereum Push Notification Service",Angel,$0.75M,12/08/2020,N/A,"Ethereum Push Notification Service (EPNS) sends a decentralized DeFi notification protocol (smart contract), which any dApps or services can use to send notifications to the wallet addresses of Ethereum.",Internet Software & Services,India,$0.75M,N/A
"C
Change",Seed VC,$0.75M,12/09/2020,N/A,"Change is a technology company changing the way retailers connect with their customers through social impact engagement. It streamlines corporate giving, provides real-time analytics, and actively engages coveted demographics with dynamic, shareable content.",eCommerce,United States,$0.75M,N/A
"U
Upstream",Seed VC,$0.75M,10/27/2020,N/A,Upstream is a professional networking platform that creates organic opportunities to build meaningful relationships.,Internet Software & Services,United States,$3.25M,N/A
"S
Synchtank",Seed VC,$0.75M,01/01/2020,N/A,Synchtank is a B2B SaaS company that provides asset and rights management and royalty accounting solutions for the music and media industries.,Internet Software & Services,United Kingdom,$6.55M,N/A
Agroop,Seed,$0.74M,05/05/2020,N/A,"Agroop is a Software as a Service (SaaS) platform aimed at developing tech solutions to collect data and provide meaningful insights to farming agents. It offers Agroop Operational, a farm management application; and Agroop Cooperation, a collaborative software.",Internet Software & Services,Portugal,$2.18M,N/A
"M
Mantra",Seed VC,$0.74M,06/08/2020,N/A,Mantra has developed a machine translation engine specifically for manga. The company provides a translation support platform for publishing & distribution companies and a multilingual manga platform for consumers.,Internet Software & Services,Japan,$0.74M,N/A
"M
MiGuide",Seed VC,$0.74M,07/15/2020,N/A,MiGuide provides a platform that supports people with diabetes in changing their lifestyle.,Internet Software & Services,Netherlands,$0.74M,N/A
CodersTrust,Series A,$0.74M,08/13/2020,N/A,"CodersTrust is an e-learning platform offering courses covering coding, soft skills, and freelance skills. Students also get help with cover letters and freelance projects.",Internet Software & Services,Denmark,$2.14M,N/A
